,cif,nodes_cansmi,linkers_cansmi,rcsr
4268,hMOF-5038979,['[Zn][Zn]'],"['[O-]C(=O)C#CC(=O)[O-]', 'N#N']",
4269,hMOF-5062523,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N']",pcu
4270,hMOF-5059240,['[Cu][Cu]'],"['[O-]C(=O)[C]1C#C[C](OC(=O)C#CC(=O)O[C](C#C[C](OC(=O)C#CC(=O)O[C](C#C[C](OC(=O)C#CC(=O)O1)C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]', 'N#N']",UNKNOWN
4271,hMOF-1002752,['[V]'],"['[O]', '[O-]C(=O)C(=O)[O-]']",rna
4272,hMOF-5040948,['[Zn][Zn]'],"['N#CC=CC#N', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', 'FC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
4273,hMOF-3000914,['[Zn][Zn]'],"['Brc1nccc(c1)C(c1cc(Br)ncc1Br)(c1ccncc1Br)c1ccncc1', 'N#CC(C#N)(C#N)C#N']",dia
4274,hMOF-18027,['[Zn][Zn]'],"['[O-]C(=O)C#Cc1cc(Br)c(cc1Br)C#CC(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]', 'N#N']",
4275,hMOF-5076181,['[Cu][Cu]'],"['[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]', 'N#Cc1ccc(cc1)C#N']",pcu
4276,hMOF-5047393,['[Zn][Zn]'],"['N#CC12C3(N)C4C1(N)C1(C2(C3(C41C#N)N)N)N', '[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])N)N)N', '[O-]C(=O)C#CC12C3(N)C4C1(N)C1(C2(C3(C41C#CC(=O)[O-])N)N)N']",pcu
4277,hMOF-5069018,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N', '[O-]C(=O)C#CC12CC(N)(N)C(CC1N)(C(C2N)N)C#CC(=O)[O-]']",pcu
4278,hMOF-5041168,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-]', 'n1ccncc1']",pcu
4279,hMOF-5067833,['[Cu][Cu]'],"['N#N', '[O-]C(=O)C(C(C(=O)[O-])(Br)Br)(Br)Br', '[O-]C(=O)C#CC12[CH][CH]C(C(C1)Br)([CH][C]2Br)C#CC(=O)[O-]']",UNKNOWN
4280,hMOF-1001959,"['[V]1[V]O[V]2[O]3[V](O1)[O]23', '[V]O[V]1[O]2[O]1[V]2O[V]']",['[O][C]C([O])([O])[O]'],llj
4281,hMOF-5051973,['[Zn][Zn]'],"['[O-]C(=O)C=CC=CC(=O)[O-]', 'CCCN=CC=N', 'CCCc1cc(ccc1C(=O)[O-])c1nnc(nn1)c1cc(CCC)c(c(c1)CCC)C(=O)[O-]']",pcu
4282,hMOF-5077614,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N']",pcu
4283,hMOF-5065010,['[Cu][Cu]'],"['OC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'N#CC=C(C#N)O']",pcu
4284,hMOF-5004383,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C=CC(=CC(=O)[O-])O']",pcu
4285,hMOF-16722,['[Zn][Zn]'],"['BrC1[C]=C(C(=O)[O-])[C]([C]=C1C(=O)[O-])Br', 'Brc1cnc(c(n1)Br)Br', '[O-]C(=O)C1=[C]C(Br)[C]([C](C1Br)Br)C(=O)[O-]']",pcu
4286,hMOF-5073083,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N', '[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])O)O']",pcu
4287,hMOF-33754,['[Cu][Cu]'],"['Brc1cnc(c(c1C#Cc1c(Br)c(Br)nc(c1Br)Br)Br)Br', 'Brc1cc(ccc1C#Cc1ccc(c(c1Br)Br)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C1=[C]C=C2C(=C1)C=[C]C(=C2Br)C(=O)[O-]']",pcu
4288,hMOF-5063420,['[Cu][Cu]'],"['N#CC#N', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]']",pcu
4289,hMOF-8505,[],[],
4290,hMOF-3000129,['[Zn][Zn]'],"['CCOC1=[N]=C(C=C([CH]1)C#CC(C#Cc1c(OCC)cncc1OCC)(C#Cc1cc(OCC)ncc1OCC)C#Cc1ccnc(c1)OCC)OCC', 'CCOC1=[N]=C(C=C([CH]1)C#CC(C#CC1=C(OCC)C(=[N]=C([C]1OCC)OCC)OCC)(C#Cc1c(OCC)cnc(c1OCC)OCC)C#Cc1ccnc(c1)OCC)OCC']",dia
4291,hMOF-5053528,['[Zn][Zn]'],"['N#CC12C3C4C2(C2(C1(C3C42C#N)N)N)N', 'Nc1cc(C(=O)[O-])c(cc1C1=N[N]C(=N[N]1)c1cc(N)c(c(c1N)N)C(=O)[O-])N', '[O-]C(=O)C#CC12C3(N)C4C1(N)C1(C2(C3(C41C#CC(=O)[O-])N)N)N']",pcu
4292,hMOF-3000491,['[Zn][Zn]'],"['[N][C]C1=CC=C([C]=C1)C(C1=C(Br)C=C(C=[C]1)[C][N])(c1ccc(c(c1)Br)[C][N])c1ccc(cc1)[C][N]', 'BrC1=CC(=[C]C=N1)C(c1c(Br)c(Br)nc(c1Br)Br)(C1=CC=N[CH]C1Br)C1=[C]C=NC=[C]1']",dia
4293,hMOF-5015032,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C12C3C4C1C1(C2(C3C41C(=O)[O-])Cl)Cl', 'ClOC(=O)c1ccc(c2c1[C]=CC(=C2Cl)Cl)C(=O)[O-]', 'ClOC(=O)c1c2[C]=CC(=Cc2c(c(c1Cl)Cl)C(=O)[O-])Cl']","sqp,UNKNOWN"
4294,hMOF-5063933,['[Cu][Cu]'],"['[O-]C(=O)C#CC(=O)[O-]', 'N#CC=C(C#N)F']",UNKNOWN
4295,hMOF-5472,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=CC(=O)[O-]', '[O-]C(=O)C=C(C(=O)[O-])Br']",pcu
4296,hMOF-5012974,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C#CC12CCC(CC1N)(C(C2N)(N)N)C#CC(=O)[O-]']",pcu
4297,hMOF-33657,['[Cu][Cu]'],"['[O-]C(=O)c1cc2c(Br)cc(c(c2c(c1Br)Br)Br)C(=O)[O-]', '[O-]C(=O)C#Cc1cc(Br)c(c(c1Br)Br)C#CC(=O)[O-]', 'N#Cc1cc(Br)c(cc1Br)C#N']",pcu
4298,hMOF-4104,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1)N=Nc1c(Br)cc(cc1Br)C(=O)[O-]', 'Brc1cc(ccc1N=Nc1cc(Br)c(c(c1)Br)C(=O)[O-])C(=O)[O-]', 'Brc1cc(ccc1N=Nc1c(Br)cc(c(c1Br)Br)C(=O)[O-])C(=O)[O-]']",pcu
4299,hMOF-5048512,['[Zn][Zn]'],"['[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F', 'N#CC12C3C4C2(C2C1C3(C42C#N)F)F', '[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])F)F)F']",pcu
4300,hMOF-5038112,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N', '[O-]C(=O)C#CC#CC(=O)[O-]']",pcu
4301,hMOF-5012173,['[Zn][O]([Zn])([Zn])[Zn]'],"['BrC(=CC(=O)[O-])C(=[C]C(=O)[O-])Br', '[O-]C(=O)C#CC12CC(Br)(Br)C(CC1Br)(C(C2Br)Br)C#CC(=O)[O-]', 'BrC(=CC(=O)[O-])C(=CC(=O)[O-])Br']",pcu
4302,hMOF-3002090,['[Cu][Cu]'],['N#CC(C#N)(C#N)C#N'],dia
4303,hMOF-5049099,['[Zn][Zn]'],"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C1=C[C]=C(C(=C1)C)[C]=Cc1cc(C)c(c(c1C)C)C(=O)[O-]', 'N#N']",
4304,hMOF-5007385,['[Zn][O]([Zn])([Zn])[Zn]'],['O=C(OO[C](C#CC(=CC#CC(=O)[O-])Br)OOC(=O)C=[C]C(=CC(=O)[O-])Br)C=CC=[C]C(=O)[O-]'],UNKNOWN
4305,hMOF-33758,['[Cu][Cu]'],"['[O-]C(=O)c1cc2cc(Br)c(c(c2cc1Br)Br)C(=O)[O-]', 'Brc1ncc(c(c1)C#Cc1c(Br)cncc1Br)Br', '[O-]C(=O)c1cc(Br)c(c(c1Br)Br)C#Cc1c(Br)c(Br)c(c(c1Br)Br)C(=O)[O-]']",pcu
4306,hMOF-5041145,['[Zn][Zn]'],"['CCCOC(=CC#N)C#N', 'CC[CH]OC(=C(C=C=[C](=O)[O-])OCCC)C#CC(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
4307,hMOF-5028938,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'BrO[C]1C2=C(Br)C=C3C4=C(C=C(C(=C(N1C1=[C]C=C(C(=[C]1)Br)C(=O)[O-])OBr)[C]24)Br)C(=O)N(C3=O)c1ccc(c(c1)Br)C(=O)[O-]', 'BrO[C]1N(C2=CC=C(C(=[C]2)Br)C(=O)[O-])C(=O)[C]2c3c1cc(Br)c1=C(OBr)N([C](C(=c31)C=C2)OBr)C1=[C]C(=C(C=[C]1)C(=O)[O-])Br']",pcu
4308,hMOF-3000296,['[Zn][Zn]'],"['[N][C]C1=C[C]=C(C=C1)C(c1cc(Br)c(cc1Br)[C][N])(c1cc(Br)c(cc1Br)[C][N])C1=[C]C(=C(C(=C1)Br)[C][N])Br', '[N][C]C1=CC([C](C(=C1)Br)C(c1ccc(cc1Br)[C][N])(c1ccc(c(c1)Br)[C][N])C1=[C]C=C(C(=C1)Br)[C][N])(Br)Br']",dia
4309,hMOF-21508,['[Zn][Zn]'],"['[O-]C(=O)C=CC([CH]C(=O)[O-])(Br)Br', 'BrC1=NC=[C]C(=[C]1)c1ccc(cc1Br)c1ccnc(c1)Br']",pcu
4310,hMOF-5052972,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'COc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1OC)OC)C(=O)[O-])OC', 'COc1nccc(c1)c1nnc(nn1)c1c(OC)cncc1OC']","pcu,sql"
4311,hMOF-5010842,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C12CCC(C(C1N)(N)N)(C(C2N)(N)N)C(=O)[O-]']",pcu
4312,hMOF-5038166,['[Zn][Zn]'],"['N#CC#N', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']",pcu
4313,hMOF-5050186,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'N#Cc1cc(C=Cc2ccncc2C#N)cc(n1)C#N', 'N#Cc1c(C#N)c(C=Cc2cc(C#N)c(c(c2C#N)C#N)C(=O)[O-])ccc1C(=O)[O-]']",pcu
4314,hMOF-26166,['[Zn][Zn]'],"['N#Cc1ncc(c(c1)N=Nc1cc(C#N)nc(c1C#N)C#N)C#N', 'N#Cc1cc(N=Nc2ccc(c(c2C#N)C#N)C(=O)[O-])c2c(c1C(=O)[O-])[C][N]C(=[N])C1=C(C([N][C]2)(C#N)[C]2C(=Cc3c4c2c1ccc4c(c(c3)C(=O)[O-])C#N)C#N)C(=O)[O-]', 'N#Cc1cc(N=Nc2ccc(c(c2C#N)C#N)C(=O)[O-])c2c(c1C(=O)[O-])[C][N]C(=[N])C1=C(C([N][C]2)(C#N)c2c(C#N)cc3c4c2c1ccc4C(=C([CH]3)C(=O)[O-])C#N)C(=O)[O-]']","UNKNOWN,hms"
4315,hMOF-19410,['[Zn][Zn]'],"['[O-]C(=O)C#Cc1cc(C)c(cc1C)C#CC(=O)[O-]', 'Cc1nccc(c1)N=Nc1ccncc1C', 'Cc1c(N=Nc2ccc(cc2)C(=O)[O-])ccc(c1C)C(=O)[O-]']",pcu
4316,hMOF-5080294,['[Cu][Cu]'],"['ClC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'N#CC(=C(C#N)Cl)Cl', 'ClO[C]1N(C2=[C]C=C(C(=[C]2)Cl)C(=O)[O-])C(=C2[C]3C1=C(Cl)C(=C1C3=C(C=C2Cl)C(=O)N(C1=O)c1ccc(cc1)C(=O)[O-])Cl)OCl']",pcu
4317,hMOF-3000015,['[Zn][Zn]'],"['Fc1nccc(c1)C#CC(C#Cc1ccnc(c1F)F)(C#Cc1ccnc(c1F)F)C#Cc1ccncc1F', 'Fc1nccc(c1)C#CC(C#Cc1c(F)c(F)nc(c1F)F)(C#Cc1c(F)cnc(c1F)F)C#Cc1c(F)cncc1F']",dia
4318,hMOF-5027,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C=C(C(=O)[O-])O']",pcu
4319,hMOF-5038902,[],[],
4320,hMOF-23616,['[Zn][Zn]'],"['[O-]C(=O)c1cc2c(Br)c(Br)c(c(c2cc1Br)Br)C(=O)[O-]', '[O-]C(=O)c1cc(Br)c2c(c1Br)ccc(c2Br)C(=O)[O-]', 'Brc1cc2cnc(cc2c(n1)Br)Br']",pcu
4321,hMOF-5043197,['[Zn][Zn]'],"['N#CC1CC2(C#CC(=O)[O-])CC(C1(C#CC(=O)[O-])C(C2C#N)(C#N)C#N)(C#N)C#N', 'N#Cc1cc(C(=O)[O-])c(cc1N=Nc1ccc(cc1)C(=O)[O-])C#N', 'N#Cc1nccc(c1C#N)N=Nc1c(C#N)c(C#N)nc(c1C#N)C#N']",pcu
4322,hMOF-8520,[],[],
4323,hMOF-5036506,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'CCCOc1cc(ccc1C#N)C#N']",pcu
4324,hMOF-5069648,['[Cu][Cu]'],"['N#N', 'O=C1C#CC(=O)ON([NH])C23C4C5C6(N(O1)[NH])C(C25C(=O)[O-])C3C46C(=O)[O-]']",UNKNOWN
4325,hMOF-5061718,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'Nc1nccc(c1)C#Cc1cc(N)nc(c1N)N', '[O-]C(=O)c1ccc(cc1)C#Cc1cc(N)c(c(c1)N)C(=O)[O-]']",pcu
4326,hMOF-5018396,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#CC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-]', 'N#CC12C3C4C2(C2(C1C13C42[C][N]OC(=O)C#CC23C4C5C3(C3(C2C4(C53C#CC(=O)[O-])C#N)C#N)[C][N]OC(=O)C#CC23C4([C][N]OC(=O)C#CC56C7([C][N]OC(=O)C#C1)C1C5C5(C1(C7(C65)C#N)C#CC(=O)[O-])C#N)C1C2C2(C3C4(C12C#CC(=O)[O-])C#N)C#N)C#N)C#CC(=O)[O-]', 'N#CC12C3C4(C2(C2C1(C3(C42C#N)C#N)C#CC(=O)[O-])C#N)C#CC(=O)[O-]']",UNKNOWN
4327,hMOF-5038678,['[Zn][Zn]'],"['Brc1nc(Br)cc(c1)c1c(Br)cc(c(c1Br)Br)c1c(Br)c(Br)nc(c1Br)Br', 'BrC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'Brc1cc(c2ccc(cc2)C(=O)[O-])c(c(c1c1ccc(c(c1)Br)C(=O)[O-])Br)Br']",pcu
4328,hMOF-30757,['[Cu][Cu]'],"['O=C1C=CC(=O)O[C](C(=O)[O-])[C](OC(=O)C=CC(=O)O[C]([C](OC(=O)C=CC(=O)O[C]([C](O1)C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]', 'N#N']",UNKNOWN
4329,hMOF-5076578,['[Cu][Cu]'],"['Oc1cc(ccc1c1nnc(nn1)c1cc(O)c(c(c1)O)C(=O)[O-])C(=O)[O-]', 'Oc1cc(C(=O)[O-])c(cc1N=Nc1ccc(cc1)C(=O)[O-])O', 'OC1=NC=C(C(=N[N]c2c(O)cncc2O)[CH]1)O']",pcu
4330,hMOF-5015822,['[Zn][O]([Zn])([Zn])[Zn]'],"['ClC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O-]C(=O)C12C3C4C2(C2(C1(C3C42C(=O)[O-])Cl)Cl)Cl']",pcu
4331,hMOF-29882,['[Cu][Cu]'],"['[O-]C(=O)C#CC(=O)[O-]', 'CCc1c(N=Nc2ccc(c(c2)CC)C(=O)[O-])cc(c(c1CC)C(=O)[O-])CC', 'N#N']",
4332,hMOF-30759,['[Cu][Cu]'],"['N=Nc1ccccc1', '[O-]C(=O)C=CC(=O)[O-]']",
4333,hMOF-5037628,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'Brc1ncc2c(c1)c(Br)ncc2Br', '[O-]C(=O)c1cc2c(c(c1Br)Br)cc(c(c2Br)Br)C(=O)[O-]']",pcu
4334,hMOF-6000328,['[V]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O]', '[O-]C(=O)C1=CC=C([C]=C1)N=NC1=[C]C=C(C=[C]1)C(=O)[O-]']",rna
4335,hMOF-5074653,['[Cu][Cu]'],"['[O-]C(=O)C1=CC(=C2C(=[C]1)C=[C]C(=C2)C(=O)[O-])Br', '[O-]C(=O)C1=[C]C2=C(C(=C1)Br)C=C([C]=C2)C(=O)[O-]', 'Brc1cncc2c1c(Br)ncc2Br', '[O-]C(=O)C1=CC(=C(C=[C]1)[C]=Cc1ccc(cc1Br)C(=O)[O-])Br']",pcu
4336,hMOF-6659,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc(Br)c(c(c1Br)Br)C(=O)[O-]', '[O-]C(=O)c1cc(Br)c(c(c1)Br)C(=O)[O-]', '[O-]C(=O)C=C(C=C(C(=O)[O-])Br)Br']",pcu
4337,hMOF-6001286,['[V]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']",rna
4338,hMOF-5077910,['[Cu][Cu]'],"['Brc1cncc(c1c1nnc(nn1)c1ccncc1)Br', '[O-]C(=O)c1ccc(c(c1)Br)c1nnc(nn1)C1=C[C]=C(C(=C1Br)Br)C(=O)[O-]', '[O-]C(=O)C12C(Br)CC([C](C1Br)Br)(C(C2Br)(Br)Br)C(=O)[O-]']",pcu
4339,hMOF-5034752,['[Zn][Zn]'],"['N#CC#N', 'N=NC(=CC(=O)[O-])C(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]']",pcu
4340,hMOF-5067452,['[Cu][Cu]'],"['OC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C12CC(O)C(C(C1)O)(C(C2O)O)C(=O)[O-]', 'N#CC=CC#N']",pcu
4341,hMOF-19776,['[Zn][Zn]'],"['[O-]C(=O)C#CC(=O)[O-]', 'N#N']",
4342,hMOF-5073302,['[Cu][Cu]'],"['N=NC12C3(N=N)C4C1(C#CC(=O)[O-])C1(C2(C3(C41N=N)C#CC(=O)[O-])N=N)N=N', 'N=NC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])N=N', 'N#CC12C3C4C2C2(C1C3C42C#N)N=N']",pcu
4343,hMOF-5076384,['[Cu][Cu]'],"['[O-]C(=O)C1=CC(=C(C=[C]1)C#Cc1c(Br)cc(c(c1Br)Br)C(=O)[O-])Br', 'Brc1cc(ccc1c1nnc(nn1)c1c(Br)cc(c(c1Br)Br)C(=O)[O-])C(=O)[O-]', 'Brc1cnc(c(c1C#Cc1c(Br)cnc(c1Br)Br)Br)Br']",pcu
4344,hMOF-5034961,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'OC(=CC=C(C(=O)[O-])O)C(=O)[O-]', 'N=CC(=N)O']",pcu
4345,hMOF-6002726,['[V]'],"['[O]', '[O-]C(=O)C#CC12C(Br)C(Br)C(C(C1Br)Br)(C(C2Br)(Br)Br)C#CC(=O)[O-]', '[O-]C(=O)C#CC12C(Br)C(Br)C(C(C1Br)Br)(C(C2(Br)Br)(Br)Br)C#CC(=O)[O-]']",rna
4346,hMOF-5027138,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#Cc1ccc(c(c1)Cl)C#CC(=O)[O-]', 'ClO[C]1N(C2=[C]C=C(C=C2)C(=O)[O-])C(=O)c2c3c1c(Cl)c(Cl)c1c3c(cc2Cl)C(=O)N(C1=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-]', 'ClO[C]1C2=C3[C]4C(=C(OCl)N([C](C4=C(C=C3C(=O)N1C1=CC=C(C(=[C]1)Cl)C(=O)[O-])Cl)OCl)C1=[C]C=C(C=[C]1)C(=O)[O-])C=C2Cl']",pcu
4347,hMOF-5062624,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N']",pcu
4348,hMOF-5033759,['[Zn][Zn]'],"['N#CC#N', '[O-]C(=O)C#CC#CC(=O)[O-]']",pcu
4349,hMOF-5034226,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1)Cl)C#CC(=O)[O-]', 'N#Cc1cc(Cl)c(cc1Cl)C#N']",pcu
4350,hMOF-5045983,['[Zn][Zn]'],"['N#CC=C(C#N)N=N', 'N=NC12C3C4(C2(C2C1(C3(C42N=N)N=N)C(=O)[O-])N=N)C(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
4351,hMOF-3000956,['[Zn][Zn]'],"['N#CC(C#N)(C#N)C#N', 'COc1nccc(c1)C(c1c(OC)cncc1OC)(c1c([O])cncc1OC)c1ccncc1']",dia
4352,hMOF-2118,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#Cc1c(C#CC(=O)[O-])c(C#N)c(c(c1C#N)C#CC(=O)[O-])C#N', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]', 'N#Cc1c(ccc(c1C#N)C#CC(=O)[O-])C#CC(=O)[O-]']",pcu
4353,hMOF-5044919,['[Zn][Zn]'],"['[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])Br)Br)Br)Br', '[O-]C(=O)C12C3C4C1C1(C2([C]3C41C(=O)[O-])Br)Br', 'BrC1=C(C=CN=[C]1)[N]N(c1ccncc1Br)Br']",pcu
4354,hMOF-3155,['[Zn][O]([Zn])([Zn])[Zn]'],"['Brc1cc(C(=O)[O-])c(cc1N=Nc1cc(Br)c(c(c1Br)Br)C(=O)[O-])Br', '[O-]C(=O)c1c(Br)c(Br)c(c(c1Br)Br)C(=O)[O-]', '[O-]C(=O)c1cc(Br)c(cc1Br)C(=O)[O-]']",pcu
4355,hMOF-6001080,['[V]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]', '[O-]C(=O)C=CC(=O)[O-]']",rna
4356,hMOF-6002986,['[V]'],"['[O-]C(=O)c1ccc(c(c1)N)N', '[O]', '[O-]C(=O)C(=O)[O-]', '[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])N)N)N', '[O-]C(=O)c1cccc(c1N)N']",
4357,hMOF-5039746,['[Zn][Zn]'],"['O=C1C=CC=C(N)C(=O)OC(=C=CC=C=C(OC(=O)C=CC=C(C(=O)OC(=C=CC=C=C(O1)C(=O)[O-])C(=O)[O-])N)C(=O)[O-])C(=O)[O-]', 'N=CC=N']",UNKNOWN
4358,hMOF-5037135,['[Zn][Zn]'],"['N=NN=CC(=N)N=N', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N=NC(=CC(=O)[O-])C=CC(=O)[O-]']",pcu
4359,hMOF-5069928,['[Cu][Cu]'],"['N#CC12C3C4C2(C2(C1C3(C42)C(=O)[O-])C#N)C(=O)[O-]', 'N#CC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-]', 'N#Cc1nccc2c1[C][N][N][C]c1nccc(c1)N=Nc1ccnc(c1[C][N][N][C]c1cc(N=N2)ccn1)C#N']",
4360,hMOF-6002812,['[V]'],"['[O]', 'N#CC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', 'N#CC12C3(C(=O)[O-])C4C2(C2(C1(C3C42)C#N)C(=O)[O-])C#N']",rna
4361,hMOF-5066000,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
4362,hMOF-32768,['[Cu][Cu]'],"['N#Cc1cc(ccc1C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C(=O)[O-]', 'N#Cc1cnc(c(n1)C#N)C#N']",pcu
4363,hMOF-5070872,['[Cu][Cu]'],"['N#CC=C(C#N)N', '[O-]C(=O)C12C3(N)C4C2(C2(C1(C3C42C(=O)[O-])N)N)N', 'NC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
4364,hMOF-5064670,['[Cu][Cu]'],"['N#CC=C(C#N)C', '[O-]C(=O)C=CC(=C(C(=O)[O-])C)C', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
4365,hMOF-18594,['[Zn][Zn]'],"['N#N', 'Fc1cc(ccc1C#Cc1cc(F)c(c(c1)F)C(=O)[O-])C(=O)[O-]', 'Fc1cc(ccc1C#Cc1ccc(c(c1F)F)C(=O)[O-])C(=O)[O-]']",
4366,hMOF-5079473,['[Cu][Cu]'],"['BrO[C]1N(C2=CC=C(C(=[C]2)Br)C(=O)[O-])C(=O)c2c3c1cc(Br)c1c3c(c(c2Br)Br)[C](N(C1=O)C1=[C]C=C(C(=C1)Br)C(=O)[O-])OBr', 'BrOC1=C2C=C(Br)C3=C4[C]2C(=C(C(=C4C(=O)N(C3=O)c2cc(Br)nc(c2)Br)Br)Br)[C](N1C1=[C]C=NC(=[C]1)Br)OBr', 'BrOC1=c2ccc3c4c2c([C](N1C1=[C]C=C(C(=[C]1)Br)C(=O)[O-])OBr)c(Br)c(c4c(n(c3=O)C1=CC=C(C=[C]1)C(=O)[O-])OBr)Br']",pcu
4367,hMOF-5060034,['[Cu][Cu]'],['[O-]C(=O)C=[C]C=C(C(=O)[O-])Br'],"ERROR,UNKNOWN"
4368,hMOF-6000296,['[V]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']",rna
4369,hMOF-5036491,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'COc1cc(C#CC(=O)[O-])c(cc1C#CC(=O)[O-])OC', 'N#Cc1ccc(c(c1)OC)C#N']",pcu
4370,hMOF-5039546,['[Zn][Zn]'],"['N=NC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', 'N=NC(=C(C#N)N=N)C#N']",pcu
