,cif,nodes_cansmi,linkers_cansmi,rcsr
1077,hMOF-5027523,['[Zn][O]([Zn])([Zn])[Zn]'],"['BrO[C]1N(C2=[C]C(=C(C=C2)C(=O)[O-])Br)C(=O)c2c3c1c(Br)cc1c3c(c(c2Br)Br)C(=O)N(C1=O)c1ccc(cc1)C(=O)[O-]', 'Brc1cc(ccc1N=Nc1ccc(c(c1)Br)C(=O)[O-])C(=O)[O-]', 'Brc1c(N=Nc2cc(Br)c(c(c2)Br)C(=O)[O-])ccc(c1Br)C(=O)[O-]']",pcu
1078,hMOF-5074873,['[Cu][Cu]'],"['[O-]C(=O)C1=[C]c2c3c(=C1)ccc1c3c(c(c2N)N)cc(c1N)C(=O)[O-]', 'Nc1c(N)c2cnc(c3c2c2c1cncc2c(c3N)N)N', 'N[NH2]c1c(C=[C]c2ccc(cc2N)C(=O)[O-])c(N)c(c(c1N)C(=O)[O-])N']",pcu
1079,hMOF-5023519,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1)C#Cc1cc(Cl)c(c(c1)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1Cl)Cl)C#Cc1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1Cl)Cl)c1nnc(nn1)c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-]']",pcu
1080,hMOF-5012359,['[Zn][O]([Zn])([Zn])[Zn]'],"['OC1C(O)C2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2O)O)O)O', '[O-]C(=O)C#CC12C(O)C(O)C(C(C1O)(O)O)(C(C2(O)O)O)C#CC(=O)[O-]', '[O-]C(=O)C#CC12CC(O)C(C(C1O)O)(C(C2O)(O)O)C#CC(=O)[O-]']",pcu
1081,hMOF-5013344,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC12CC(O)(O)C(C(C1O)O)(C(C2O)O)C#CC(=O)[O-]', '[O-]C(=O)C#CC12C(O)C(O)C(C(C1O)(O)O)(C(C2(O)O)(O)O)C#CC(=O)[O-]', 'OC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
1082,hMOF-7000415,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['[O-]C(=O)C1=[C]C2=C3[C]=Cc4c(C3=[C]C=C2C=C1Cl)cc(c(c4)Cl)C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C1=[C]c2c(C=C1Cl)ccc1-c3c(C=[C]c21)cc(c(c3Cl)C(=O)[O-])Cl']",pcu
1083,hMOF-24138,['[Zn][Zn]'],"['Nc1cc(ccc1N=Nc1c(N)cc(c(c1N)N)C(=O)[O-])C(=O)[O-]', '[O][C]c1cc(N)c(c2c1c(N)ccc2)C(=O)[O-]', 'Nc1cnccc1N=Nc1ccncc1N', '[O]']",pcu
1084,hMOF-6004678,['[V]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'CCc1c(ccc(c1CC)C(=O)[O-])c1nnc(nn1)c1ccc(c(c1CC)CC)C(=O)[O-]', '[O]']",rna
1085,hMOF-5044880,['[Zn][Zn]'],"['[CH2]C', 'CCOc1cc(ccc1C#Cc1ccc(c(c1)OC[CH2])C(=O)[O-])C(=O)[O-]', 'CCOC12C3C4C1(C(=O)[O-])C1C2(C3(C41OCC)C(=O)[O-])O', 'CCOC1=N[CH]C(=C([C]1OCC)C#Cc1cc(OCC)ncc1OCC)OCC']",pcu
1086,hMOF-19661,['[Zn][Zn]'],"['CCC1=C(N=Nc2ccc(cc2)C(=O)[O-])C=[C]C(=C1)C(=O)[O-]', 'CCc1ncc(c(c1)N=Nc1ccnc(c1CC)CC)CC', 'CCC1=CC(=C[C]=C1C(=O)[O-])N=Nc1c(CC)cc(cc1CC)C(=O)[O-]']",pcu
1087,hMOF-6002849,['[V]'],"['CCCC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-]', 'CCCc1c(ccc(c1CCC)C#CC(=O)[O-])C#CC(=O)[O-]', '[O]']",rna
1088,hMOF-5024718,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1)C1=N[N]C(=N[N]1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2)C(=O)[O-]']",pcu
1089,hMOF-945,['[Zn][O]([Zn])([Zn])[Zn]'],"['COC1Cc2c1c(cc(c2C(=O)[O-])OC)C(=O)[O-]', 'COC1Cc2c1c(C(=O)[O-])c(c(c2C(=O)[O-])OC)[O]', 'COc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2']",pcu
1090,hMOF-5060553,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'Fc1cc(F)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)c(cc1F)F', 'Fc1c(F)ccc2c1nc1c(F)cc(c(c1n2)F)F']",pcu
1091,hMOF-24958,['[Zn][Zn]'],"['[O-]C(=O)C1=[C]C=C(C=[C]1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc2c(-c3cccc(c3C=[C]2)C(=O)[O-])c1', 'Brc1nccc(c1)C1=[C]C=NC=C1']",pcu
1092,hMOF-5010626,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C12CC(O)C(C(C1O)O)(C(C2O)O)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1O)c1ccc3c(c1cc2O)c(O)c(c(c3O)O)C(=O)[O-]', '[O-]C(=O)c1cc(O)c2c(c1)c1ccc3c(c1c(c2)O)cc(c(c3)O)C(=O)[O-]']",pcu
1093,hMOF-5033664,['[Zn][Zn]'],"['[O-]C(=O)c1cc(N)c(c(c1N)N)C(=O)[O-]', 'N#CC#N', '[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-]']",pcu
1094,hMOF-31345,['[Cu][Cu]'],"['[O-]C(=O)C=CC=CC(=O)[O-]', '[O-]C(=O)c1ccc(c2c1C(N)C2(N)N)C(=O)[O-]', 'Nc1cnc2c(n1)C(C2)N']",pcu
1095,hMOF-6261,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=CC=CC(=O)[O-]', '[O-]C(=O)C(=CC=[C]C(=O)[O-])OCOCC', 'CCCOc1cc(C(=O)[O-])c(c(c1C#Cc1ccc(c(c1)OCCC)C(=O)[O-])OCCC)OCCC']",pcu
1096,hMOF-5025365,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)C1=CC=CC=[C]1)C1=NNC(=NN1)c1ccc(cc1C1=[C]C=CC=C1)C(=O)[O-]']",pcu
1097,hMOF-5046380,['[Zn][Zn]'],"['[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Br)Br)Br', 'Brc1nc(Br)c(c(c1)c1cc(Br)c(c(c1)Br)c1c(Br)cnc(c1Br)Br)Br', 'Brc1cc(ccc1c1cc(Br)c(cc1Br)C(=O)[O-])c1ccc(c(c1Br)Br)C(=O)[O-]']",pcu
1098,hMOF-5020278,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#Cc1cc(C)c(c(c1C)C)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1)C)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]']",pcu
1099,hMOF-5058366,['[Zn][Zn]'],"['Fc1nc(F)c(c(c1)c1nnc(nn1)c1c(F)cnc(c1F)F)F', 'Fc1cc(ccc1c1nnc(nn1)c1c(F)cc(c(c1F)F)C(=O)[O-])C(=O)[O-]', 'Fc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1F)F)C(=O)[O-])F']",pcu
1100,hMOF-35263,['[Cu][Cu]'],"['CCC(=CC=CC(=O)[O-])C(=O)[O-]', 'CCN=C(C=N)CC', 'CCc1cc2c(C(=O)[O-])c3ccccc3c(c2c(c1CC)CC)C(=O)[O-]']",pcu
1101,hMOF-1001261,['[V]'],"['[O]', '[O-]C(=O)[CH]C=C[C]C(=O)[O-]', 'Brc1cc(C(=O)[O-])c(cc1N=Nc1ccc(c(c1)Br)C(=O)[O-])Br']",rna
1102,hMOF-5031619,['[Zn][O]([Zn])([Zn])[Zn]'],"['N=NC1=C(N=N)c2c3c4[C]1c1cc(N=N)c5c6c1c(=c4cc(c3c1N3c2on([NH])c2c3c(n(o1)[NH])c(c(c2)C(=O)[O-])N=N)N=N)c(N=N)cc6c(=O)n1-c2ccc(cc2[N]NOc51)C(=O)[O-]', 'N=Nc1cc(cc(c1C(=O)[O-])N=N)N1C(=O)C2=c3c(C1=O)c(N=N)c(c1c3c3[C]4C2=NNNN4N2NNN=C4[C]2c3c2c1ccc1c2=C4[C]2ON([NH])c3c(N2C1=O)cc(c(c3N=N)C(=O)[O-])N=N)N=N', 'N=NC1=C(C(=O)[O-])C2=NNNN3[C]2C2=C1N([NH])OC1=c4c(N=N)cc5c6c4c(=C(N21)O3)cc1[C]6c2c3c5cc(N=N)c4c3c(cc2n(n1[NH])[NH])c1n(-c2cc(N=N)c(c(c2N(O1)[NH])N=N)C(=O)[O-])c4=O']",pcu
1103,hMOF-5012551,[],[],
1104,hMOF-5060520,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'OC1=C[C]=Cc2c1c(cc(c2C(=O)[O-])[O])C(=O)[O-]', 'Oc1cc(O)c(c2c1nccn2)O']",pcu
1105,hMOF-5005850,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-]', '[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-]', 'FC(=C(C#CC(=O)[O-])F)C#CC(=O)[O-]']",pcu
1106,hMOF-5053906,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-]', 'O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1']",pcu
1107,hMOF-5010404,['[Zn][O]([Zn])([Zn])[Zn]'],"['N=NC1CC2(C(=O)[O-])C(C(C31C(=O)ON[N]C3(C2(N=N)N=N)N=N)N=N)N=N', 'N=Nc1cc2c(C(=O)[O-])c(N=N)cc(c2cc1N=N)C(=O)[O-]', '[O-]C(=O)c1ccc2c3c1cccc3N(OC2=O)[NH]']",pcu
1108,hMOF-5067121,[],[],
1109,hMOF-5034987,['[Zn][Zn]'],"['N#CC#N', '[O-]C(=O)C(=C(C=CC(=O)[O-])O[CH2])OCC', '[O-]C(=O)C(=CC=CC(=O)[O-])OCC']",pcu
1110,hMOF-5057637,['[Zn][Zn]'],"['ClC1=C(Cl)c2c([C]=N1)c1ccc3c(c1c(c2)Cl)cnc(c3Cl)Cl', 'ClOC1=C2C(=C[C]3c4c2c(=C(N1C1=[C]C=C(C=[C]1)C(=O)[O-])OCl)c(Cl)cc4=c1c2=C3[C]=C(Cl)[C]3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-])Cl', 'ClOC1=c2ccc3c4c2c(=C(N1C1=[C]C(=C(C(=[C]1)Cl)C(=O)[O-])Cl)OCl)ccc4c1c2c3cc(Cl)c3=C(OCl)N(C(=c(c23)c(c1)Cl)OCl)C1=[C]C(=C(C(=[C]1)Cl)C(=O)[O-])Cl']",pcu
1111,hMOF-5026962,['[Zn][O]([Zn])([Zn])[Zn]'],"['Cc1cc(cc(c1N1[C]=c2ccc3c4c2=C([C]1)C(=C([C]4C(=O)N([C]3)c1cc(C)c(cc1C)C(=O)[O-])C)C)C)C(=O)[O-]', '[O-]C(=O)c1c(C)c(C)c(c2c1C(C)C2(C)C)C(=O)[O-]']",pcu
1112,hMOF-7341,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=CC=CC(=O)[O-]', 'CCCC(=CC(=O)[O-])C=CC(=O)[O-]', 'CCCc1cc(cc(c1C#Cc1cc(CCC)c(c(c1CCC)CCC)C(=O)[O-])CCC)C(=O)[O-]']",pcu
1113,hMOF-5064500,['[Cu][Cu]'],"['[O-]C(=O)C#CC=CC#CC(=O)[O-]', 'CCCOC1=[N]=C(C=C([CH]1)N=Nc1c(OCCC)cncc1OCCC)OCCC', 'CCCOc1cc(C(=O)[O-])c(cc1N=Nc1ccc(c(c1)OCCC)C(=O)[O-])OCCC']",pcu
1114,hMOF-5068062,['[Cu][Cu]'],"['CCCc1cc(C(=O)[O-])c(cc1C#Cc1c(CCC)cc(c(c1CCC)CCC)C(=O)[O-])CCC', 'CCCc1ncc(c(c1)C#Cc1c(CCC)cnc(c1CCC)CCC)CCC', 'CCCc1cc(C(=O)[O-])c(cc1C#Cc1c(CCC)cc(cc1CCC)C(=O)[O-])CCC']",pcu
1115,hMOF-5053516,['[Zn][Zn]'],"['CCC12C3(C#CC(=O)[O-])C4C2(C2(C1(C3C42)CC)C#CC(=O)[O-])CC', 'N#CC12C3C4(C2(C2(C1(C3(C42C#N)CC)CC)CC)CC)CC']","pcu,sql"
1116,hMOF-5008226,['[Zn][O]([Zn])([Zn])[Zn]'],"['N=NC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'N=Nc1cc2c3c(c1C(=O)[O-])cc(c1c3c(N3[N]2([NH])N3)c(c(c1)N=N)C(=O)[O-])N=N', 'N=NC(=C(C#CC(=O)[O-])N=N)C#CC(=O)[O-]']",pcu
1117,hMOF-5068716,['[Cu][Cu]'],"['[O-]C(=O)C1=[C]C2=c3c(=C1)cc(Cl)c1c3c([C]=C2Cl)cc(c1)C(=O)[O-]', 'N#CC12CC(Cl)C(C(C1Cl)Cl)(C(C2(Cl)Cl)(Cl)Cl)C#N', '[O-]C(=O)C1=[C]C2=C(Cl)[C]=c3c4c2c(=C1)cc(Cl)c4cc(c3)C(=O)[O-]', '[O-]C(=O)C1=[C]c2c3C(=C1)[C]=C(Cl)c1c3c(cc2)c(c(c1)C(=O)[O-])Cl']",pcu
1118,hMOF-5026228,['[Zn][O]([Zn])([Zn])[Zn]'],"['Clc1c(C=Cc2ccc(cc2)C(=O)[O-])cc(c(c1Cl)C(=O)[O-])Cl', 'Clc1c(C=[C]c2ccc(cc2)C(=O)[O-])cc(c(c1Cl)C(=O)[O-])Cl', 'Clc1cc(cc(c1c1nnc(nn1)c1ccc(c(c1Cl)Cl)C(=O)[O-])Cl)C(=O)[O-]']","UNKNOWN,sql"
1119,hMOF-5013181,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC1C(C#N)C2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2(C#N)C#N)C#N)(C#N)C#N)C#N']",pcu
1120,hMOF-8712,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=CC=CC(=O)[O-]', '[O-]C(=O)C(=O)[O-]', '[O-]C(=O)C=CC=C(C(=O)[O-])[CH2]']",pcu
1121,hMOF-8705,['[Zn][O]([Zn])([Zn])[Zn]'],"['CC(=CC(=O)[O-])C(=CC(=O)[O-])C', '[O-]C(=O)C(=O)[O-]', 'CC(=C(C(=O)[O-])C)C(=C(C(=O)[O-])C)C']",pcu
1122,hMOF-5003737,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'Cc1cc(ccc1C#Cc1ccc(c(c1)C)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1cc(C)c(c(c1)C)C#Cc1c(C)cc(cc1C)C(=O)[O-]']",pcu
1123,hMOF-6003815,[],[],
1124,hMOF-6003485,['[V]'],"['[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]', '[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-]', '[O]']",rna
1125,hMOF-18426,['[Zn][Zn]'],"['CCOc1cc(cc2c1-c1cc(OCC)c(cc1OCO2)C(=O)[O-])C(=O)[O-]', 'CCOc1ncc(c2-c3ccnc(c3OCOc12)OCC)OCC', 'CCOc1cc(ccc1C#Cc1cc(OCC)c(c(c1OCC)OCC)C(=O)[O-])C(=O)[O-]']",pcu
1126,hMOF-5001730,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'CCC(=C(C(=O)[O-])CC)C=CC(=O)[O-]', '[O-]C(=O)C=CC=CC(=O)[O-]']",pcu
1127,hMOF-8109,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(c2c1C(N)C2(N)N)C(=O)[O-]', '[O-]C(=O)C(=O)[O-]', 'NC1C(N)c2c1c(C(=O)[O-])c(c(c2C(=O)[O-])N)N']",pcu
1128,hMOF-24517,['[Zn][Zn]'],['Nc1nccc(c1)c1cc(N)c(cc1N)c1ccnc(c1N)N'],sql
1129,hMOF-23403,[],[],
1130,hMOF-1003214,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['Clc1c(ccc(c1Cl)c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-])c1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1Cl)Cl)C(=O)[O-]', 'Clc1c(cc(c(c1Cl)c1c(Cl)cc(cc1Cl)C(=O)[O-])Cl)c1cc(Cl)c(c(c1)Cl)C(=O)[O-]']",pcu
1131,hMOF-5077162,['[Cu][Cu]'],"['OC1=[N]=C(O)C=C([CH]1)c1nnc(nn1)c1ccncc1', 'Oc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1', 'OOC(=O)c1c2[C]=C(O)C(=Cc2c(c2c1cc(O)c(c2O)O)C(=O)[O-])O']",pcu
1132,hMOF-5026820,['[Zn][O]([Zn])([Zn])[Zn]'],"['ClO[C]1N(C2=[C]C(=C(C=C2)C(=O)[O-])Cl)C(=O)c2c3c1cc(Cl)c1c3c(cc2)C(=O)N(C1=O)C1=CC=C([C]=C1)C(=O)[O-]', 'Clc1cc(C(=O)[O-])c(cc1c1cc(Cl)c(c(c1Cl)Cl)c1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-])Cl', 'Clc1cc(ccc1c1ccc(c(c1)Cl)c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-])C(=O)[O-]']",pcu
1133,hMOF-5024231,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=CC=CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1c1ccccc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1c1ccccc1)c1nnc(nn1)c1ccc(c(c1)c1ccccc1)C(=O)[O-]']",pcu
1134,hMOF-28319,['[Cu][Cu]'],"['[O-]C(=O)C#Cc1cc(Cl)c(cc1Cl)C#CC(=O)[O-]', '[O-]C(=O)C1=C(Cl)C=C([C]=C1)C1=[C]C=C(C(=C1Cl)Cl)C(=O)[O-]', 'ClC1=CC(=[C]C(=N1)Cl)C1=[C]C(=NC(=C1)Cl)Cl', '[O-]C(=O)C1=C[C]=C(C=C1Cl)C1=[C]C=C(C(=C1Cl)Cl)C(=O)[O-]']",pcu
1135,hMOF-3200,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1c(O)c(O)c(c(c1O)O)C(=O)[O-]', '[O-]C(=O)c1cc(O)c(c(c1)O)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)O)N=Nc1c(O)cc(cc1O)C(=O)[O-]']",pcu
1136,hMOF-19816,[],[],
1137,hMOF-5004003,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCOc1cc(ccc1N=Nc1cc(OCC)c(c(c1)OCC)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']",pcu
1138,hMOF-7621,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C(=CC(=C(c1ccccc1)C(=O)[O-])c1ccccc1)c1ccccc1', '[O-]C(=O)C(=CC(=O)[O-])c1ccccc1', '[O-]C(=O)C=CC(=O)[O-]']",sql
1139,hMOF-34219,['[Cu][Cu]'],"['n1ccncc1', '[O-]C(=O)c1cc(Br)c(c(c1)Br)C(=O)[O-]', 'BrOC(=O)c1ccc(c2c1[C]=C[C]=C2)C(=O)[O-]']",pcu
1140,hMOF-5039284,['[Zn][Zn]'],"['n1ccc(cc1)N=Nc1ccncc1', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1)N=Nc1ccc(cc1)C(=O)[O-]']",pcu
1141,hMOF-25500,['[Zn][Zn]'],"['Brc1nccc2c1ccnc2Br', '[O-]C(=O)C1=[C]C=c2c(=C1)cc(c(c2Br)C(=O)[O-])Br', '[O-]C(=O)C1=[C]c2c(C=C1)ccc1c2cccc1C(=O)[O-]']",pcu
1142,hMOF-5024857,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc2ccc3c4c2c(c1)c(Cl)c(c4c(c(c3Cl)C(=O)[O-])Cl)Cl', 'Clc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-])Cl)Cl', '[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1)c(Cl)c(c4cc(c3)C(=O)[O-])Cl', 'Clc1cc(C(=O)[O-])c(c(c1C1=N[N]C(=N[N]1)c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-])Cl)Cl']",pcu
1143,hMOF-28494,['[Cu][Cu]'],"['CCCOC1=C[N]C(=O)C(=C1c1ccc(c(c1)OCCC)c1c(OCCC)cncc1OCCC)OCCC', 'CCCOc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-]']",pcu
1144,hMOF-1404,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#Cc1cc(C(=O)[O-])c(c(c1C(=O)[O-])C#N)C#N', 'N#Cc1c2[C][N][N][C]c3cc(c([C][N][N][C]c(c1C#CC(=O)[O-])cc2C#CC(=O)[O-])c(c3C#CC(=O)[O-])C#N)C#CC(=O)[O-]']",fsc
1145,hMOF-5043706,['[Zn][Zn]'],"['N=NC1CC2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2N=N)(N=N)N=N)(N=N)N=N)N=N', 'N=Nc1c(N=N)c2c3cc(cc(c3cc3c2c(c1N=N)C([O])([O])N[N]3)N=N)C(=O)[O-]', 'N=Nc1cc(N=N)c2c(n1)ccc1c2[CH]N=C(C1=N[NH])N=N']",pcu
1146,hMOF-7001901,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['Nc1cc(cc(c1c1nnc(nn1)c1cc(N)c(c(c1)N)C(=O)[O-])N)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1N)N)C(=O)[O-]', '[O-]C(=O)c1cc(N)c(cc1N)C(=O)[O-]']",hex
1147,hMOF-5826,['[Zn][O]([Zn])([Zn])[Zn]'],"['ClC1Cc2c1c(cc(c2C(=O)[O-])Cl)C(=O)[O-]', 'ClC(=[C]C(=O)[O-])C(=[C]C(=O)[O-])Cl', 'ClC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]']",pcu
1148,hMOF-11329,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1c(Br)c(Br)c(c2=C[C]=CC(=c12)Br)C(=O)[O-]', 'BrOC(=O)c1c(Br)cc(c2c1[C]=[C]C=C2)C(=O)[O-]', 'BrOC(=O)c1c2[C]=CC(=Cc2c(c(c1Br)Br)C(=O)[O-])Br']",pcu
1149,hMOF-21255,['[Zn][Zn]'],"['N#CC(=CC(=O)[O-])C=C(C(=O)[O-])C#N', 'N#CC(=C(C(=O)[O-])C#N)C=CC(=O)[O-]', 'N=N']",
1150,hMOF-2000117,['[Zn][Zn]'],"['COc1c(C#CC(=O)[O-])c(OC)c(c(c1C#CC(=O)[O-])OC)C#CC(=O)[O-]', '[CH2]Oc1c(C=C=[C](=O)[O-])c(OC)c(c(c1C#CC(=O)[O-])OC)C#CC(=O)[O-]', 'COc1c(C#CC(=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-]', 'COc1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]', '[CH2]Oc1c(C=C=[C](=O)[O-])cc(c(c1C=C=[C](=O)[O-])O[CH2])C#CC(=O)[O-]', 'COc1c(cc(c(c1C(=O)[O-])OC)C(=O)[O-])C(=O)[O-]']",tbo
1151,hMOF-23104,['[Zn][Zn]'],"['[O-]C(=O)c1c(N)cc2c(c1N)cc(c(c2N)C(=O)[O-])N', 'N#N', '[O-]C(=O)C#CC(=O)[O-]']",
1152,hMOF-5016066,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCC12C3C4C2(C2(C1C3(C42)C(=O)[O-])CC)C(=O)[O-]', 'CCC1CC2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])CC2(CC)CC)CC']",pcu
1153,hMOF-5020669,['[Zn][O]([Zn])([Zn])[Zn]'],"['N=Nc1c(N=N)c(N=Nc2c(N=N)cc(c(c2N=N)N=N)C(=O)[O-])ccc1C(=O)[O-]', 'N=Nc1cc(ccc1C=C(c1ccc(cc1N=N)C(=O)[O-])N=N)C(=O)[O-]', 'N=Nc1cc(C(=O)[O-])c2=NNNN=c2c1N=Nc1c(N=N)c(N=N)c(c2=NNNN=c12)C(=O)[O-]']",pcu
1154,hMOF-33028,['[Cu][Cu]'],"['CCOc1c(C#CC(=O)[O-])cc(c(c1OCC)C#CC(=O)[O-])OCC', '[O-]C(=O)C(=O)[O-]', 'CCOc1cc(C#N)ccc1C#N']",pcu
1155,hMOF-5000055,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(c(c1C)C)C(=O)[O-]']",pcu
1156,hMOF-5065305,['[Cu][Cu]'],"['Fc1cnc2c(c1)c1c(F)nccc1cc2', '[O-]C(=O)c1ccc2c(c1)c1c(F)cc(c(c1cc2F)C(=O)[O-])F', 'FC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
1157,hMOF-11363,[],[],
1158,hMOF-5072693,['[Cu][Cu]'],"['Cc1cc2cncc3c2c2c1cnc(c2cc3)C', '[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])C)C)C', '[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])C)C)C']",pcu
1159,hMOF-2291,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C1=C[C]=C(C=C1F)C1=C(F)C(=C(C=[C]1)C(=O)[O-])F', '[O-]C(=O)c1ccc(c(c1)F)C#Cc1cc(F)c(cc1F)C(=O)[O-]', '[O-]C(=O)c1c(F)cc(c(c1F)F)c1cc(F)c(c(c1F)F)C(=O)[O-]', '[O-]C(=O)C1=C(F)C=C([C]=C1)C1=C(F)C(=C(C=[C]1)C(=O)[O-])F']",pcu
