,cif,nodes_cansmi,linkers_cansmi,rcsr
4964,hMOF-5035183,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'N#CC#N']",pcu
4965,hMOF-33960,['[Cu][Cu]'],"['CCOc1cc(cc2c1c(OCC)c(cc2[O])C(=O)[O-])C(=O)[O-]', 'CCON=N', '[O-]C(=O)C(=CC(=O)[O-])OCC']",
4966,hMOF-5020879,['[Zn][O]([Zn])([Zn])[Zn]'],"['N=Nc1c(N=N)c(ccc1C(=O)[O-])C=C(c1ccc(c2=NNNN=c12)C(=O)[O-])N=N', 'N=NC1=C(C(=O)[O-])N(N(C(=C1)C(=O)[O-])[NH])[NH]', 'N=NC(=CC=CC(=O)[O-])C(=O)[O-]']",pcu
4967,hMOF-5012226,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=CC=CC(=O)[O-]', '[O-]C(=O)C#CC12CCC(CC1)(CC2)C#CC(=O)[O-]']",pcu
4968,hMOF-5028002,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-]', 'Fc1cc(C(=O)[O-])c(cc1N1C(=O)c2cc(F)c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1ccc(c(c1)F)C(=O)[O-])F)F', '[O-]C(=O)c1cc(F)c(cc1F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-]']",pcu
4969,hMOF-5001719,['[Zn][O]([Zn])([Zn])[Zn]'],"['CC(=CC=C(C(=O)[O-])C)C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C(=CC(=C(C(=O)[O-])C)C)C']",pcu
4970,hMOF-6001021,[],[],
4971,hMOF-5015543,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'CCOC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-]']",pcu
4972,hMOF-1002721,[],[],
4973,hMOF-5075474,['[Cu][Cu]'],"['BrC12C3C4N2C2C1N3C42', '[O-]C(=O)C1=CC=C([C]=C1Br)C=CC1=CC(=C(C(=[C]1)Br)C(=O)[O-])Br', '[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])Br)Br']",pcu
4974,hMOF-5065046,['[Cu][Cu]'],"['CCOC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'CCOC(=C(C#CC(=O)[O-])OCC)C#CC(=O)[O-]', 'CCOC(=CC#N)C#N']",pcu
4975,hMOF-5010005,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=CC(=O)[O-]', '[O-]C(=O)C(=CC(=O)[O-])c1ccccc1', '[O-]C(=O)C12CCC(C(C1c1ccccc1)(c1ccccc1)c1ccccc1)(CC2(c1ccccc1)c1ccccc1)C(=O)[O-]']",pcu
4976,hMOF-32269,['[Cu][Cu]'],"['[O-]C(=O)C#Cc1cc(C)c(c(c1)C)C#CC(=O)[O-]', 'N#Cc1cc(C)c(c(c1)C)C#N', '[O-]C(=O)C=CC=C(C(=O)[O-])C']",pcu
4977,hMOF-5009828,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1)N=Nc1ccc(cc1)C(=O)[O-]', '[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-]']",pcu
4978,hMOF-5083177,['[Cu][Cu]'],"['ClOC1=C2[CH][C]=c3c4c2c(=C(N1C1=[C][C]=C(C(=[C]1)Cl)C(=O)[O-])OCl)c(Cl)cc4c1c2c3[C]=Cc3c2c(c(c1)Cl)c(=O)n(c3OCl)C1=CC=C(C(=[C]1)Cl)C(=O)[O-]', 'ClO[C]1C2=C(Cl)C(=C3[C]4C2=C(C(=O)N1C1=[C]C=C([C]=C1)C(=O)[O-])C(=CC4=C(N([C]3OCl)C1=[C]C=C(C=[C]1)C(=O)[O-])OCl)Cl)Cl', 'ClO[C]1N(C2=[C]C(=NC=C2)Cl)C(=O)c2c3c1cc(Cl)c1c3c(c(c2)Cl)C(=O)N(C1=O)c1ccnc(c1)Cl']",pcu
4979,hMOF-7000924,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['Brc1cc(ccc1C#Cc1ccc(c(c1)Br)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C1=CC=C(C(=[C]1)Br)C#CC1=C(Br)C=C([C]=C1Br)C(=O)[O-]', '[O-]C(=O)C#CC12CCC(C(C1)Br)(C(C2Br)Br)C#CC(=O)[O-]']",pcu
4980,hMOF-12245,['[Zn][O]([Zn])([Zn])[Zn]'],"['FOC(=O)c1c2[C]=C(F)C=C(c2c(c2c1ccc(c2)F)C(=O)[O-])F', 'FOC(=O)c1c2ccc(cc2c(c2=C(C=C([C]=c12)F)F)C(=O)[O-])F', 'FC(=CC=C(C(=O)[O-])F)C(=O)[O-]', '[O-]C(=O)C=CC=C(C(=O)[O-])F']",pcu
4981,hMOF-2306,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C1=C(Cl)C=C([C]=C1Cl)C1=CC(=C(C(=[C]1)Cl)C(=O)[O-])Cl', 'ClC1=CC(=C[C]=C1C1=CC(=C(C=[C]1)C(=O)[O-])Cl)C(=O)[O-]', '[O-]C(=O)c1c(Cl)cc(cc1Cl)C#Cc1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)[O-]']",pcu
4982,hMOF-5006234,['[Zn][O]([Zn])([Zn])[Zn]'],"['COc1cc(c(c(c1c1ccc(cc1)C(=O)[O-])OC)OC)c1c(OC)cc(c(c1OC)[O])C(=O)[O-]', 'COC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[CH3]', 'COC(=C(C#CC(=O)[O-])OC)C#CC(=O)[O-]']",pcu
4983,hMOF-5008435,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
4984,hMOF-3519,['[Zn][O]([Zn])([Zn])[Zn]'],"['BrC1Cc2c1c(C(=O)[O-])c(cc2C(=O)[O-])Br', 'Brc1c(N=Nc2cc(Br)c(c(c2)Br)C(=O)[O-])ccc(c1Br)C(=O)[O-]', 'BrC1Cc2c1c(cc(c2C(=O)[O-])Br)C(=O)[O-]']",pcu
4985,hMOF-5003407,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]']",pcu
4986,hMOF-26982,['[Zn][Zn]'],"['N#Cc1cnc(c(c1N=Nc1ccncc1C#N)C#N)C#N', 'N#Cc1cc2c3c(C#N)c(cc(c3c(cc2c2c1ccc(c2C#N)C(=O)[O-])C#N)C#N)C(=O)[O-]', 'N#Cc1cc(ccc1N=Nc1ccc(cc1)C(=O)[O-])C(=O)[O-]']",pcu
4987,hMOF-5047832,['[Zn][Zn]'],"['[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])O)O)O', '[O-]C(=O)c1cc2c(O)c(O)c3c4c2c(c1O)ccc4cc(c3O)C(=O)[O-]', 'OC1=C2[CH]N=C(C3=C2[C]2C(=C1)C=NC=C2C=C3O)O']",pcu
4988,hMOF-5037561,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N']",pcu
4989,hMOF-5050157,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'N#CC#N', 'CCCC1=[C]C(=CC=C1C(=O)[O-])C=Cc1ccc(c(c1)CCC)C(=O)[O-]']",pcu
4990,hMOF-5040693,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
4991,hMOF-5057835,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(cc1C1=CC=[C]C=C1)N1C(=O)c2c(cc3c4c2c(C1=O)c(c1ccccc1)c(c4c1c2c3cc(c3ccccc3)c3c2c(cc1)C(=O)N(C3=O)c1cc(C2=CC=[C]C=C2)c(c(c1)c1ccccc1)C(=O)[O-])c1ccccc1)c1ccccc1', 'N#CC#CC#N']",sql
4992,hMOF-5051961,['[Zn][Zn]'],"['[O-]C(=O)C=CC=C(C(=O)[O-])Br', '[N]=CC=N', 'Brc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1Br)Br)C(=O)[O-])Br']",pcu
4993,hMOF-6001970,['[V]'],"['[O-]C(=O)C12C(O)C(O)C(C(C1O)(O)O)(C(C2(O)O)(O)O)C(=O)[O-]', '[O-]C(=O)C12CC(O)(O)C(C(C1O)O)(C(C2O)O)C(=O)[O-]', '[O-]C(=O)c1cc(O)c(c(c1)O)C(=O)[O-]', '[O]', '[O-]C(=O)c1ccc(c(c1)O)C(=O)[O-]']",rna
4994,hMOF-31294,['[Cu][Cu]'],"['N=CC(=[N])Br', 'BrC(=NBr)C=N', 'Brc1c(cc(c(c1Br)c1ccc(c(c1Br)Br)C(=O)[O-])Br)c1ccc(cc1)C(=O)[O-]', 'Brc1c(ccc(c1Br)C(=O)[O-])C1=C[C]=C(C=C1)c1ccc(cc1)C(=O)[O-]', '[Br]']",pcu
4995,hMOF-5011644,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#Cc1ccc(c(c1)C)C#CC(=O)[O-]', '[O-]C(=O)C#CC12C(C)C(C)C(C(C1C)(C)C)(C(C2(C)C)(C)C)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1cc(C)c(cc1C)C#CC(=O)[O-]']",pcu
4996,hMOF-5050298,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N']",pcu
4997,hMOF-5046366,['[Zn][Zn]'],"['[O-]C(=O)C#CC12C3(Cl)C4C1(Cl)C1(C2(C3(C41C#CC(=O)[O-])Cl)Cl)Cl', 'Clc1ncc(c(c1)c1c(Cl)cc(c(c1Cl)Cl)c1ccncc1Cl)Cl', '[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Cl)Cl)Cl']",pcu
4998,hMOF-5000788,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1)Cl)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1cc(Cl)c(c(c1)Cl)C#CC(=O)[O-]']",pcu
4999,hMOF-5014324,['[Zn][O]([Zn])([Zn])[Zn]'],"['Nc1c(C#Cc2c(N)c(N)c(c(c2N)N)C(=O)[O-])ccc(c1N)C(=O)[O-]', '[O-]C(=O)C12C3C4C1(N)C1(C2(C3(C41C(=O)[O-])N)N)N', '[O-]C(=O)C12C3(N)C4C1(N)C1(C2(C3(C41C(=O)[O-])N)N)N']",pcu
5000,hMOF-15507,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1c(N)cc(cc1N)c1cc(N)c(c(c1N)N)C(=O)[O-]', '[O-]C(=O)C1=C(N)[C]=C(C=C1)c1c(N)cc(c(c1N)N)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1N)c1cc(N)c3c(c1cc2)c(N)c(c(c3)N)C(=O)[O-]']",pcu
5001,hMOF-5044468,['[Zn][Zn]'],"['[O-]C(=O)C1=C(O)[C]=C(C=C1)C1=CC(=C(C(=[C]1)O)C(=O)[O-])O', '[O-]C(=O)C12C3(O)C4(C2(C2(C1(C3(C42C(=O)[O-])O)O)O)O)O', 'Oc1ncc(c(c1)c1ccnc(c1)O)O']",pcu
5002,hMOF-19598,['[Zn][Zn]'],"['COc1cc(ccc1N=Nc1ccc(cc1OC)C(=O)[O-])C(=O)[O-]', 'COc1cc(ccc1C#Cc1ccc(c(c1)OC)C(=O)O)C(=O)[O-]', '[CH2]Oc1ncc(c(c1)C#Cc1c(OC)cnc(c1[O])OC)OC']",pcu
5003,hMOF-5005919,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc(N)c(c(c1)N)C(=O)[O-]', 'NC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
5004,hMOF-32625,[],[],
5005,hMOF-5072338,['[Cu][Cu]'],"['N#CC12C3(C#CC(=O)[O-])C4C2(C2(C1(C3C42)C#N)C#CC(=O)[O-])C#N', 'N#CC12C3C4C2(C2(C1C3(C42)C#CC(=O)[O-])C#N)C#CC(=O)[O-]', 'N#CC12C3C4C2(C2(C1(C3C42C#N)C#N)C#N)C#N']",pcu
5006,hMOF-5040542,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'CCCC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'CCCC(=CC#N)C#N']",pcu
5007,hMOF-5003946,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)C#CC#CC#CC(=O)[O-]'],pcu
5008,hMOF-5009144,['[Zn][O]([Zn])([Zn])[Zn]'],"['COC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[CH2]OC(=CC=C=[C](=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
5009,hMOF-1171,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(cc1Cl)c1ccc(c(c1Cl)Cl)c1cc(Cl)c(cc1Cl)C(=O)[O-]', 'Clc1cc(C(=O)[O-])c(c(c1c1cc(Cl)c(c(c1)Cl)c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-])Cl)Cl']",pcu
5010,hMOF-5029293,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#CC1=C[C]2C(=C([N])O[C]3N2C(=O)c2c4c3ccc3c4c(c(c2C#N)C#N)C(=O)N(C3=O)c2ccc(c(c2)C#N)C(=O)[O-])C=C1C(=O)[O-]', 'N#C[C]1C2=C([N])O[C]3N4C2=C(C=C1C(=O)[O-])C(=[N])OC4=C1[C]2C3=CC=C3C2=C(C=C1)C(=O)N1[C]3OC(=C2[C]1C=C(C(=C2C#N)C(=O)[O-])C#N)[N]', 'N#Cc1cc(ccc1C(=O)[O-])N1C(=O)c2cc(C#N)c3c4c2c(C1=O)c(C#N)c(c4C(=O)N(C3=O)c1cc(C#N)c(c(c1)C#N)C(=O)[O-])C#N']",pcu
5011,hMOF-23994,['[Zn][Zn]'],"['N#Cc1cc(N)c(cc1N)C#N', 'Nc1ccc2c(c1)c(cc(c2C(=O)[O-])N)C(=O)[O-]', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]']",pcu
5012,hMOF-5055384,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'N#CC#N', 'N#CC1=C(C=C[C]2C1=C([N])O[C]1N2C(=O)c2c3c1c1[C]N=N[C]c2cc2c3c(c1)C(=O)N(C2=O)c1ccc(c(c1)C#N)C(=O)[O-])C(=O)[O-]']",pcu
5013,hMOF-1001398,['[V]'],"['[O-]C(=O)C=CC(=C(C(=O)[O-])Br)Br', 'BrC1[C](Br)c2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O]']",rna
5014,hMOF-18743,['[Zn][Zn]'],"['[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1Br)C#Cc1ccc(c(c1)Br)C(=O)[O-]', 'N#Cc1ccc(cc1)C#N']",pcu
5015,hMOF-5049674,['[Zn][Zn]'],"['OC(=Cc1cc(O)c(c(c1O)O)C(=O)[O-])c1cc(O)c(cc1O)C(=O)[O-]', '[O-]C(=O)C=C(C=C(C(=O)[O-])O)O', 'ON=C(C(=N)O)O']",pcu
5016,hMOF-5069593,['[Cu][Cu]'],"['CC12C3N4C1C1(N2C3(C41)C)C', '[O-]C(=O)C#CC(=O)[O-]']",pcu
5017,hMOF-5071207,['[Cu][Cu]'],"['[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Cl)Cl)Cl', 'Clc1nccc(c1)c1ccncc1', '[O-]C(=O)C1=C[C]=C(C=C1)C1=CC(=C(C(=[C]1)Cl)C(=O)[O-])Cl']",pcu
5018,hMOF-5019,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=CC(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]']",pcu
5019,hMOF-5066132,['[Cu][Cu]'],"['N#CC=C(C#N)N', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', 'NC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
5020,hMOF-5003574,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#Cc1cc(c(cc1c1ccccc1)C#CC(=O)[O-])c1ccccc1', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1)c1ccccc1)C#CC(=O)[O-]']",pcu
5021,hMOF-5055719,['[Zn][Zn]'],"['COC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[CH3]', 'COc1cc(ccc1C(=O)[O-])N1C(=O)c2cc(OC)c3c4c2c(C1=O)c(OC)c(c4C(=O)N(C3=O)c1c(OC)cc(c(c1OC)[O])C(=O)[O-])OC', '[CH2]OC(=C(C=[N])OC)C#N']","pcu,sql"
5022,hMOF-25913,['[Zn][Zn]'],"['[O-]C(=O)C#Cc1ccc(c(c1)Cl)C#CC(=O)[O-]', 'N#Cc1cc(Cl)c(c(c1)Cl)C#N', '[O-]C(=O)c1cc2c(Cl)c(Cl)c3c4c2c(c1Cl)c(Cl)cc4c(c(c3Cl)C(=O)[O-])Cl']",pcu
5023,hMOF-5038440,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(c(c1)Br)C(=O)[O-]', 'Brc1cnc(c(n1)Br)Br', 'BrC(=C(C#CC(=O)[O-])Br)C#CC(=O)[O-]']",pcu
5024,hMOF-5000950,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'N=Nc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-]', 'N=Nc1cc(C#CC(=O)[O-])c(c(c1C#CC(=O)[O-])N=N)N=N']",pcu
5025,hMOF-5004743,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)C#CC#CC#CC(=O)[O-]'],pcu
5026,hMOF-5074158,['[Cu][Cu]'],"['Fc1c(C=Cc2ccc(c(c2)F)C(=O)[O-])c(F)c(c(c1F)C(=O)[O-])F', 'Fc1cc(C#Cc2cc(F)nc(c2F)F)c(c(n1)F)F', 'Fc1cc(C(=O)[O-])c(c(c1C#Cc1ccc(cc1)C(=O)[O-])F)F']",pcu
5027,hMOF-5079808,['[Cu][Cu]'],"['ClO[C]1N(C2=[C]C(=C(C=C2)C(=O)[O-])Cl)C(=O)c2c3c1ccc1c3c(c(c2)Cl)C(=O)N(C1=O)c1ccc(c(c1)Cl)C(=O)[O-]', 'Clc1nccc(c1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1ccnc(c1)Cl', '[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1Cl)ccc4c(c(c3)C(=O)[O-])Cl']",pcu
5028,hMOF-5025092,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'Fc1c(cc(c(c1F)C(=O)[O-])F)C1=N[N]C(=N[N]1)c1ccc(c(c1)F)C(=O)[O-]']",pcu
5029,hMOF-5027952,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=C(C(=C(C(=O)[O-])N)N)N', '[O-]C(=O)c1ccc(c(c1N)N)N1[C]c2cc(N)c3c4c2c(C1=O)c(N)cc4C(=O)N(C3=O)c1ccc(c(c1N)N)C(=O)[O-]', 'NC(=CC=C(C(=O)[O-])N)C(=O)[O-]']",pcu
5030,hMOF-5023667,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCCOc1cc(C#Cc2c(OCCC)cc(cc2OCCC)C(=O)[O-])ccc1C(=O)[O-]', 'CCCOc1cc(cc(c1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])OCCC)C(=O)[O-]', 'CCCOc1cc(C#Cc2ccc(c(c2OCCC)OCCC)C(=O)[O-])ccc1C(=O)[O-]']","pcu,sql"
5031,hMOF-5049493,['[Zn][Zn]'],"['N=Nc1cc(c(c2c1C(=O)ON[N]2)N=N)[C]1C2=c3c(=NNN2[NH])c(N=N)c(c2c3[N]3(N1N3)NN[N]2)C(=O)[O-]', 'N=Nc1nccc(c1)N1NN=c2c(=N1)ccnc2', 'N=Nc1cc(cc(c1N=Nc1ccc2c(c1)[N]NOC2=O)N=N)C(=O)[O-]']",pcu
5032,hMOF-5080223,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'CCOc1cnccc1N1C(=O)c2cc(OCC)c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1ccncc1OCC)OCC']",pcu
5033,hMOF-22558,['[Zn][Zn]'],"['[O-]C(=O)C(=O)[O-]', 'Fc1cc(ccc1C#Cc1c(F)cc(c(c1F)F)C(=O)[O-])C(=O)[O-]', 'Fc1cnccc1C#Cc1c(F)cnc(c1F)F']",pcu
5034,hMOF-5023277,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1)C1=N[N]C(=N[N]1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]']",pcu
5035,hMOF-5069038,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N', '[O-]C(=O)C#CC12CC(O)C(C(C1)(O)O)(C(C2)(O)O)C#CC(=O)[O-]']",pcu
5036,hMOF-5024603,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc(O)c(c2c1cccc2O)C(=O)[O-]', 'Oc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1O)O)C(=O)[O-])O', 'OOC(=O)c1cc(O)c(c2=CC(=C[C]=c12)O)C(=O)[O-]']",pcu
5037,hMOF-5015933,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#CC12C3C4C2(C2(C1C3(C42C#N)C(=O)[O-])C#N)C(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', 'N#CC12C3C4(C2(C2(C1(C3(C42C#N)C#N)C(=O)[O-])C#N)C#N)C(=O)[O-]']",pcu
5038,hMOF-12706,[],[],
5039,hMOF-5002652,['[Zn][O]([Zn])([Zn])[Zn]'],"['ClOC(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C1=C(Cl)C(=C([C]=C1)C(=O)[O-])Cl', '[O-]C(=O)C1=C[C]=C(C(=C1Cl)Cl)C(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-]']",UNKNOWN
5040,hMOF-5064365,['[Cu][Cu]'],"['COc1c(C#Cc2ccc(c(c2)OC)C(=O)[O-])c([O])c(c(c1OC)C(=O)[O-])OC', 'COc1cc(C#Cc2cc(OC)c(c(c2)OC)C(=O)[O-])cc(c1C(=O)[O-])[O]', 'N#CC=C(C#N)OC']",pcu
5041,hMOF-5077498,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'N#CC#N', 'COc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1c(OC)cc(c(c1OC)OC)C(=O)[O-])OC']",pcu
5042,hMOF-5005412,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc2ccc3c4c2c(c1)cc(c4c(c(c3)C(=O)[O-])O)O', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1cc2ccc3c4c2c(c1)cc(c4cc(c3)C(=O)[O-])O']",pcu
5043,hMOF-5006269,['[Zn][O]([Zn])([Zn])[Zn]'],"['ClC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(c2c1CC2)C(=O)[O-]']",pcu
5044,hMOF-5048720,['[Zn][Zn]'],"['N#CC12C3C4C2(C2(C1C3(C42C#N)C)C)C', '[O-]C(=O)C#CC12C3(C)C4C2(C2(C1(C3C42C#CC(=O)[O-])C)C)C', '[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])C)C']",pcu
5045,hMOF-5006584,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#Cc1cc(F)c(c(c1F)F)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1)F)C#CC(=O)[O-]']",pcu
5046,hMOF-1373,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc(N)c(c(c1N)N)C(=O)[O-]', '[O-]C(=O)c1cc(N)c(cc1N)C(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1)N)C#CC(=O)[O-]']",pcu
5047,hMOF-5081587,['[Cu][Cu]'],"['Nc1ncc(c(c1)C#Cc1c(N)c(N)nc(c1N)N)N', '[O-]C(=O)c1cc(N)c(c(c1N)N)N1[C]c2ccc3c4c2c(C1=O)ccc4c1c2c3cc(N)c3c2c(cc1N)C(=O)N([C]3)c1c(N)cc(c(c1N)N)C(=O)[O-]', '[O-]C(=O)c1cc(N)c(c(c1)N)N1C(=O)c2cc(N)c3c4c2c(C1=O)c(N)cc4c1c2c3cc(N)c3c2c(cc1)C(=O)N(C3=O)c1ccc(c(c1)N)C(=O)[O-]']",pcu
5048,hMOF-2181,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(cc1Cl)C(=O)[O-]']",pcu
5049,hMOF-3000068,['[Zn][Zn]'],"['CCCc1cc(C#CC(C#Cc2c(CCC)cncc2CCC)(C#Cc2cc(CCC)nc(c2CCC)CCC)C#Cc2cc(CCC)ncc2CCC)cc(n1)CCC', 'CCCc1nccc(c1)C#CC(C#Cc1cc(CCC)ncc1CCC)(C#Cc1cc(CCC)ncc1CCC)C#Cc1ccncc1']",dia
5050,hMOF-5017953,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc2c(c1N)cc(c(c2N)C(=O)[O-])N', '[O-]C(=O)c1cc(N)c2c(c1N)ccc(c2N)C(=O)[O-]', '[O-]C(=O)C#CC12C3C4C1(N)C1(C2(C3(C41C#CC(=O)[O-])N)N)N']",pcu
5051,hMOF-5009057,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC=CC#CC(=O)[O-]', 'CCC(=C(C#CC(=O)[O-])CC)C#CC(=O)[O-]', 'CCC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
