,cif,nodes_cansmi,linkers_cansmi,rcsr
4595,hMOF-5019078,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])O)O', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', 'OC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
4596,hMOF-5004208,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#CC(=CC(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]']",pcu
4597,hMOF-5041816,['[Zn][Zn]'],"['N[N]C(=[NH2])C=N', 'NC1C(N)C2(CCC1(CC2)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C12CC(N)C(C(C1N)(N)N)(CC2(N)N)C(=O)[O-]']",pcu
4598,hMOF-5014220,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#Cc1cc(C#CC(=O)[O-])c(c(c1C#CC(=O)[O-])C#N)C#N', 'N#CC12C3C4C1(C(=O)[O-])C1C2(C3(C41)C(=O)[O-])C#N', 'N#CC12C3C4C2(C2(C1C3(C42)C(=O)[O-])C#N)C(=O)[O-]']",pcu
4599,hMOF-5011038,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC=CC#CC(=O)[O-]', 'N=NC1C(N=N)C2(C(=O)[O-])C(C(C1(C(=O)[O-])C(C2N=N)N=N)N=N)N=N', 'N=NC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
4600,hMOF-5063024,['[Cu][Cu]'],['N#Cc1cc2ncccc2c2c1ccnc2'],"sql,UNKNOWN"
4601,hMOF-5002235,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'COc1cc(C(=O)[O-])c2c(c1C(=O)[O-])cccc2', 'COc1c(C(=O)[O-])c2ccccc2c(c1OC)C(=O)[O-]']",pcu
4602,hMOF-1003704,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['[O-]C(=O)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-]', '[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-]', '[O-]C(=O)C=CC(=CC(=O)[O-])F']",fcu
4603,hMOF-5067813,['[Cu][Cu]'],"['N#N', '[O-]C(=O)C#CC12CCC(CC1)(CC2)C#CC(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]']",
4604,hMOF-33432,['[Cu][Cu]'],"['Fc1ncc(c(c1)c1ccc(c(c1F)F)c1c(F)cnc(c1F)F)F', '[O-]C(=O)c1ccc2c(c1)c(F)cc(c2F)C(=O)[O-]', 'Fc1c(cc(c(c1F)c1ccc(cc1F)C(=O)[O-])F)c1ccc(c(c1)F)C(=O)[O-]']",pcu
4605,hMOF-12553,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2)C(=O)[O-]']",pcu
4606,hMOF-5077028,['[Cu][Cu]'],"['Cc1ncc2c(c1C)cncc2', 'Cc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1cc(C)c(c(c1)C)C(=O)[O-])C', '[O-]C(=O)c1cc2c(C)cc(c(c2c(c1C)C)C)C(=O)[O-]']",pcu
4607,hMOF-26712,['[Zn][Zn]'],"['Clc1nccc(c1)c1c(Cl)c(Cl)c(c(c1Cl)Cl)c1cc(Cl)nc(c1)Cl', '[O-]C(=O)c1ccc(cc1)c1cc(Cl)c(cc1Cl)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)C1=C(Cl)C(=c2c(=[C]1)c1[C]=C(Cl)c3c(-c1cc2)cc(c(c3)Cl)C(=O)[O-])Cl']",pcu
4608,hMOF-5012796,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc2ccc3c4c2c(c1)c(O)c(c4cc(c3O)C(=O)[O-])O', '[O-]C(=O)c1cc2cc(O)c3c4c2c(c1)c(O)cc4cc(c3O)C(=O)[O-]', '[O-]C(=O)c1cc2cc(O)c3c4c2c(c1)c(O)c(c4c(c(c3O)C(=O)[O-])O)O']",pcu
4609,hMOF-5045784,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])O)O', 'N#CC#CC#N']",pcu
4610,hMOF-5024610,[],[],
4611,hMOF-6002672,['[V]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]', '[O-]C(=O)C#CC12CCC(C(C1)O)(C(C2O)O)C#CC(=O)[O-]']",rna
4612,hMOF-5053844,['[Zn][Zn]'],"['[O-]C(=O)C1=CC(=C(C=[C]1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1ccc(cc1F)C(=O)[O-])F', '[O-]C(=O)C1=[C]C=C(C(=C1)F)C(=O)[O-]', 'Fc1nc(F)cc(c1)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1ccncc1)F']",pcu
4613,hMOF-5046063,['[Zn][Zn]'],['N#CC12C3c4ccccc4C4C(C3C(C(C1c1ccccc1)c1ccccc1)(C1C2C2[CH]C=C[CH]C2c2c1cccc2)C#N)C=CC=C4'],"ERROR,UNKNOWN"
4614,hMOF-5012744,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC12C(Cl)C(Cl)C(C(C1Cl)(Cl)Cl)(C(C2Cl)(Cl)Cl)C#CC(=O)[O-]', 'ClC1C(Cl)C2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2Cl)Cl)Cl)Cl', '[O-]C(=O)c1c(Cl)c2ccc3c4c2c(c1Cl)cc(c4c(c(c3Cl)C(=O)[O-])Cl)Cl']",pcu
4615,hMOF-27547,['[Cu][Cu]'],"['CCOC1=[N]=C(C(=N[CH]1)OCC)OCC', 'CCOc1cc(cc(c1C(=O)[O-])O[CH2])C(=O)[O-]', 'CCOc1cc(ccc1c1cc(OCC)c(c(c1OCC)OCC)c1c(OCC)cc(cc1OCC)C(=O)[O-])C(=O)[O-]']",pcu
4616,hMOF-9154,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc(Br)c2c(c1)c(Br)c(c(c2)C(=O)[O-])Br', '[O-]C(=O)C#CC(=O)[O-]']",pcu
4617,hMOF-17415,['[Zn][Zn]'],"['COc1cc(cc(c1C(=O)[O-])OC)C(=O)O', 'COC1=[N]=C(C(=N[CH]1)O[CH2])OC', '[O-]C(=O)C#CC(=O)[O-]']",pcu
4618,hMOF-5048602,['[Zn][Zn]'],"['[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Cl)Cl)Cl', 'ClC12N3C4C1N1C2(C3C41)Cl', '[O-]C(=O)C12C3(Cl)C4C2(C2(C1(C3C42C(=O)[O-])Cl)Cl)Cl']",pcu
4619,hMOF-5066245,['[Cu][Cu]'],"['CCC1CC2(CCC1(C(=O)[O-])C(C2(CC)CC)CC)C(=O)[O-]', 'CCc1cc(ccc1C(=O)[O-])C(=O)[O-]', 'CCc1cnccn1']",pcu
4620,hMOF-14872,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C(=CC(=C(C(=O)[O-])Br)Br)Br', '[O-]C(=O)c1cc2ccc3c4c2c(c1)cc(c4c(c(c3)C(=O)[O-])Br)Br', '[O-]C(=O)C=CC=C(C(=O)[O-])Br']",pcu
4621,hMOF-1001325,['[V]'],"['N#CC(=C(C(=O)[O-])C#N)C=CC(=O)[O-]', '[O]', 'N#CC(=CC(=O)[O-])C=C(C(=O)[O-])C#N', 'N#CC(=CC(=O)[O-])C=CC(=O)[O-]', 'N#CC(=CC=CC(=O)[O-])C(=O)[O-]']",rna
4622,hMOF-1695,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#Cc1cc(C#CC(=O)[O-])cc(c1C#CC(=O)[O-])C#N', 'N#Cc1cc(ccc1c1cc(C#N)c(cc1C#N)C(=O)[O-])c1ccc(cc1C#N)C(=O)[O-]', 'N#Cc1c(ccc(c1C#N)C#CC(=O)[O-])C#CC(=O)[O-]']",pcu
4623,hMOF-5011096,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc(F)c(cc1F)C(=O)[O-]', '[O-]C(=O)C#CC12CCC(C(C1)(F)F)(C(C2F)(F)F)C#CC(=O)[O-]', '[O-]C(=O)C#CC12C(F)C(F)C(C(C1F)(F)F)(C(C2(F)F)F)C#CC(=O)[O-]']",pcu
4624,hMOF-5005680,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']",pcu
4625,hMOF-1002771,['[V]'],"['[O-]C(=O)c1ccc2c(c1)c(N)c(c(c2N)C(=O)[O-])N', '[O-]C(=O)c1c2ccc(c(c2c(c2c1ccc(c2N)N)C(=O)[O-])N)N', '[O]']",rna
4626,hMOF-5017666,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=CC=CC(=O)[O-]', '[O-]C(=O)C=C(C(=C(C(=O)[O-])F)F)F', '[O-]C(=O)C#CC12C3(F)C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F']",pcu
4627,hMOF-6002072,['[V]'],"['[O-]C(=O)C1=C[C]=C([C]=C1)C#Cc1ccc(cc1)C(=O)[O-]', '[O-]C(=O)C12CCC(C(C1)Br)(C(C2)(Br)Br)C(=O)[O-]', '[O]']",rna
4628,hMOF-5022211,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1c1ccccc1)C=Cc1c(cc(cc1c1ccccc1)C(=O)[O-])c1ccccc1', '[O-]C(=O)C#CC12CC3(c4ccccc4)C4=CC=CC5C4C4[C](C(C1c1ccccc1)C3(C1(C2C2C=CC=CC2c2c1cccc2)c1ccccc1)C#CC(=O)[O-])C=C[CH]C54', '[O-]C(=O)c1c(cc(c(c1c1ccccc1)c1ccccc1)C=Cc1ccc(cc1c1ccccc1)C(=O)[O-])c1ccccc1']",pcu
4629,hMOF-6005010,['[V]'],"['[O-]C(=O)C1=C[C]=C(C=C1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-]', 'N#Cc1cccc(c1)C(=O)[O-]', '[O]', 'N#Cc1c(C#N)c(C#N)c(c(c1C#N)C(=O)[O-])C#N', 'N#Cc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1cc(C#N)c(c(c1C#N)C#N)C(=O)[O-])C#N', 'N#Cc1cc(C#N)ccc1C(=O)[O-]', 'N#Cc1c([C][NH])cc(c(c1C(=O)[O-])C#N)C#N']",
4630,hMOF-5061563,['[Cu][Cu]'],"['[O-]C(=O)C#Cc1cc(O)c(cc1O)C#CC(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#Cc1c(O)c(O)c(c(c1O)O)C#N']",pcu
4631,hMOF-5000142,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'CCOc1c(cc(c(c1OCC)C(=O)[O-])OCC)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]']",pcu
4632,hMOF-5010016,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=CC(=O)[O-]', 'N#CC(=C(C(=O)[O-])C#N)C(=O)[O-]', 'N#CC1C(C#N)C2(C(=O)[O-])C(CC1(C(=O)[O-])C(C2(C#N)C#N)(C#N)C#N)C#N']",pcu
4633,hMOF-5032733,['[Zn][O]([Zn])([Zn])[Zn]'],"['BrOC1=C2[CH]C=c3c4c2c(=C(N1C1=[C]C=C(C=[C]1)C(=O)[O-])OBr)c(Br)cc4c1c2c3ccc3c2c(cc1)c(=O)n(c3OBr)C1=[C]C(=C(C=C1)C(=O)[O-])Br', '[O-]C(=O)C12C3C4C1(Br)C1(C2(C3(C41C(=O)[O-])Br)Br)Br', 'BrOC1=C2[CH]C=c3c4c2c(=C(N1C1=[C]C=C(C=[C]1)C(=O)[O-])OBr)c(Br)cc4c1c2c3ccc3c2c(cc1)c(=O)n(c3OBr)C1=CC=C(C(=[C]1)Br)C(=O)[O-]', '[O-]C(=O)C12C3C4[C]2C2(C1C3C42C(=O)[O-])Br']",pcu
4634,hMOF-5006664,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCCC(=C(C#CC(=O)[O-])CCC)C#CC(=O)[O-]', 'CCCc1c(C#CC(=O)[O-])cc(c(c1CCC)C#CC(=O)[O-])CCC']",pcu
4635,hMOF-5083228,['[Cu][Cu]'],"['[O-]C(=O)c1cc(N)c(c(c1)N)N1C(=O)c2c(N)c(N)c3c4c2c(C1=O)c(N)c(c4C(=O)N(C3=O)c1c(N)cc(c(c1N)N)C(=O)[O-])N', 'N[NH2]c1cc2C(=O)N([C]c3c2c2c1c1=[C]C(=C4c5c1c(c2cc3N)c(c(c5C(=O)N(C4=O)c1ccnc(c1)N)N)N)N)c1ccnc(c1N)N', 'Nc1cc(C(=O)[O-])c(c2c1N1[C]C3=CC=C4C5=C(C(=C(C(=C1O[NH2]2)[C]35)N)N)C(=O)N1[C]4O[NH2]c2c1c(N)cc(c2N)C(=O)[O-])N']",pcu
4636,hMOF-5058465,['[Zn][Zn]'],['COc1c(OC)c(ccc1C(=O)[O-])c1nnc(nn1)c1c(OC)cc(c(c1OC)O[CH2])C(=O)[O-]'],"pcu,sql"
4637,hMOF-15103,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc2cc(Br)c3c4c2c(c1Br)c(Br)c(c4c(c(c3Br)C(=O)[O-])Br)Br', '[O-]C(=O)c1cc2c(Br)c(Br)c3c4c2c(c1Br)cc(c4c(c(c3)C(=O)[O-])Br)Br', 'BrOC(=O)c1ccc(c2c1[C]=CC(=C2)Br)C(=O)[O-]']",pcu
4638,hMOF-5005971,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCCOc1cc(C(=O)[O-])c(cc1C(=O)[O-])OCCC', 'CCCOc1c(ccc(c1OCCC)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
4639,hMOF-20532,['[Zn][Zn]'],"['CCN=N', '[O-]C(=O)C=CC(=O)[O-]']",
4640,hMOF-5074296,['[Cu][Cu]'],"['Cc1cc(N=Nc2ccncc2C)cc(n1)C', 'Cc1cc(ccc1C=C(c1cc(C)c(c(c1C)C)C(=O)[O-])C)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)N=Nc1c(C)cc(cc1C)C(=O)[O-]']",pcu
4641,hMOF-31232,['[Cu][Cu]'],"['[O-]C(=O)C=CC=[C]C(=O)[O-]', 'BrN=CC=N', '[O-]C(=O)C1=C[C]=C(C=C1)C1=CC(=C(C=[C]1)C(=O)[O-])Br']",pcu
4642,hMOF-5001994,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)C#CC#CC(=O)[O-]'],pcu
4643,hMOF-7000888,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['[O-]C(=O)c1ccc(c(c1)F)c1ccc(c(c1F)F)c1c(F)cc(c(c1F)F)C(=O)[O-]', 'Fc1cc(c(c(c1c1cc(F)c(cc1F)C(=O)[O-])F)F)c1ccc(c(c1F)F)C(=O)[O-]', '[O-]C(=O)C#CC12C(F)C(F)C(C(C1F)(F)F)(C(C2(F)F)F)C#CC(=O)[O-]']",pcu
4644,hMOF-5022263,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C1=C(Cl)[C]=C(C=C1)C=Cc1ccc(c(c1)Cl)C(=O)[O-]', '[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])Cl)Cl', '[O-]C(=O)C12C3C4C1C1(C2(C3C41C(=O)[O-])Cl)Cl']",pcu
4645,hMOF-5007329,['[Zn][O]([Zn])([Zn])[Zn]'],"['N=NC1=C([N]NOC1=O)C(=O)[O-]', '[NH]N=c1c(=O)o[nH]nc1C(=O)[O-]', '[NH]N=C(C#CC(=O)[O-])[CH]C#CC(=O)[O-]']",pcu
4646,hMOF-5036744,['[Zn][Zn]'],['CCc1cc(cc(c1N=Nc1cc(CC)c(c(c1)CC)C(=O)[O-])CC)C(=O)[O-]'],"pcu,sql"
4647,hMOF-5022606,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc(F)c(c(c1)F)C(=O)[O-]', 'Fc1c(cc(c(c1F)C(=O)[O-])F)c1nnc(nn1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1F)c1nnc(nn1)c1ccc(c(c1F)F)C(=O)[O-]']",pcu
4648,hMOF-29800,['[Cu][Cu]'],"['BrC1CC2=C(C=[C]C(=C12)C(=O)[O-])C(=O)[O-]', 'BrC1C(Br)c2c1nccn2', 'Brc1cc(ccc1N=Nc1ccc(c(c1)Br)C(=O)[O-])C(=O)[O-]']",pcu
4649,hMOF-5062990,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'BrC1=C(Br)C(=c2c(=[C]1)c1cc(C(=O)[O-])c(cc1cc2)Br)C(=O)[O-]', 'Brc1c(Br)ncc2c1ccc1c2c(Br)ccn1']",pcu
4650,hMOF-5005170,[],[],
4651,hMOF-5022617,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1Cl)c1nnc(nn1)c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-]']",pcu
4652,hMOF-3000987,['[Zn][Zn]'],['N#CC(C#N)(C#N)C#N'],dia
4653,hMOF-22232,['[Zn][Zn]'],['COC(=CC(=C(C(=O)[O-])OC)OC)C(=O)[O-]'],pcu
4654,hMOF-5039118,['[Zn][Zn]'],"['COc1cc(C#CC(=O)[O-])c(cc1C#CC(=O)[O-])OC', 'N#Cc1ccc(c(c1)OC)C#N', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
4655,hMOF-5018373,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1c(N)c2cc(N)c3c4c2c(c1N)cc(c4c(c(c3N)C(=O)[O-])N)N', '[O-]C(=O)C#CC12C3(N)C4C1(N)C1(C2(C3(C41C#CC(=O)[O-])N)N)N', '[O-]C(=O)c1cc2ccc3c4c2c(c1)cc(c4cc(c3)C(=O)[O-])N']",pcu
4656,hMOF-5069637,['[Cu][Cu]'],"['N#N', 'CCOC12C3C4C2(C2C1C3(C42OCC)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]']",
4657,hMOF-5008727,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
4658,hMOF-5022704,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCOc1cc(ccc1C(=O)[O-])C(=O)[O-]', 'CCOc1c(cc(c(c1OCC)C(=O)[O-])OCC)c1nnc(nn1)c1ccc(c(c1)OCC)C(=O)[O-]']","pcu,sql"
4659,hMOF-5030970,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCc1cc(ccc1N1[C]c2c(CC)cc3c4c2c(C1=O)c(CC)cc4c1c2c3c([CH2])cc3c2c(cc1)C(=O)N([C]3)c1ccc(cc1CC)C(=O)[O-])C(=O)[O-]', 'CCc1cc(C(=O)[O-])c(c(c1C#Cc1ccc(c(c1)CC)C(=O)[O-])CC)CC', 'CCc1cc(ccc1N1[C]c2cc(CC)c3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)[C]N(C3=O)c1cc(CC)c(c(c1CC)CC)C(=O)[O-])C(=O)[O-]']",pcu
4660,hMOF-5048370,['[Zn][Zn]'],"['CCCC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'CCCC12C3C4(C2(C2(C1(C3(C42CCC)C#CC(=O)[O-])CCC)CCC)C#CC(=O)[O-])CCC', 'CCCC(=CC#N)C#N']",pcu
4661,hMOF-2000141,['[Zn][Zn]'],"['[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])Cl', '[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1Cl)C#CC(=O)[O-])Cl', '[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-]']",tbo
4662,hMOF-19577,[],[],
4663,hMOF-5012595,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC12CCC(C(C1)(Br)Br)(CC2Br)C#CC(=O)[O-]', 'BrOC(=O)c1c2[C]=CC=Cc2c(c2c1ccc(c2Br)Br)C(=O)[O-]']",pcu
4664,hMOF-5025064,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCOc1cc2ccc3c(c2c(c1C(=O)[O-])OCC)c(OCC)cc1c3cc(cc1OCC)C(=O)[O-]', 'CCOc1cc([C][O])c(cc1c1nnc(nn1)c1ccc(c(c1)OCC)C(=O)[O-])O[C]C', 'O', 'CCOc1cc(C(=O)[O-])c(c2c1ccc1c2ccc2c1cc(cc2)C(=O)[O-])O[CH2]']","pcu,sql"
4665,hMOF-5001235,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCCOc1c(N=Nc2ccc(c(c2)OCCC)C(=O)[O-])cc(c(c1OCCC)C(=O)[O-])OCCC', '[O-]C(=O)C#CC#CC(=O)[O-]', 'CCCOc1cc(cc(c1N=Nc1c(OCCC)cc(cc1OCCC)C(=O)[O-])OCCC)C(=O)[O-]']","pcu,sql"
4666,hMOF-6982,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=C(C=C(C(=O)[O-])F)F', '[O-]C(=O)C#CC(=O)[O-]']",pcu
4667,hMOF-1002968,['[V]'],"['[O]', '[O-]C(=O)C#CC(=O)[O-]', 'N#Cc1c(C#N)c(C(=O)[O-])c(c2c1ccc1c2cc(c2c1cc(cc2)C(=O)[O-])C#N)C#N']",rna
4668,hMOF-19237,['[Zn][Zn]'],"['[O-]C(=O)c1c(O)c(O)c(c2c1CC2(O)O)C(=O)[O-]', 'OC1C(O)c2c1nccn2', 'Oc1cc(C(=O)[O-])c(cc1N=Nc1c(O)cc(cc1O)C(=O)[O-])O']",pcu
4669,hMOF-5040173,['[Zn][Zn]'],"['[O-]C(=O)C#CC=CC#CC(=O)[O-]', 'Oc1cc2nccnc2cc1O', 'Oc1cc(O)c2c(c1)c(cc(c2C(=O)[O-])O)C(=O)[O-]']",pcu
4670,hMOF-5001411,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C(=CC(=O)[O-])c1ccccc1', '[O-]C(=O)C=CC(=O)[O-]']",pcu
4671,hMOF-6003637,['[V]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'CCOC12C3C4(C1C1(C2(C3(C41OCC)OCC)C#CC(=O)[O-])OCC)C#CC(=O)[O-]', '[O]']",rna
4672,hMOF-14428,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc2c(Cl)cc3c4c2c(c1)c(Cl)c(c4cc(c3Cl)C(=O)[O-])Cl', '[O-]C(=O)c1ccc(c(c1Cl)Cl)C#Cc1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)Cl)C#Cc1c(Cl)cc(cc1Cl)C(=O)[O-]']",pcu
4673,hMOF-5075764,['[Cu][Cu]'],"['CCOc1cc(ccc1C(=O)[O-])C(=O)[O-]', 'CCOc1cc(ccc1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])C(=O)[O-]', 'n1ccncc1']",pcu
4674,hMOF-5012079,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=CC(=O)[O-]', 'FC1C(F)C2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2F)F)F)F', '[O-]C(=O)C#CC12CC(F)C(C(C1F)F)(C(C2(F)F)(F)F)C#CC(=O)[O-]']",pcu
4675,hMOF-5076209,['[Cu][Cu]'],"['Clc1cc(cc(c1c1nnc(nn1)c1ccc(c(c1Cl)Cl)C(=O)[O-])Cl)C(=O)[O-]', 'Clc1cc(cc(c1C1=N[N]C(=N[N]1)c1ccc(c(c1Cl)Cl)C(=O)[O-])Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1Cl)Cl)c1nnc(nn1)c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-]', 'N#Cc1cc(Cl)c(c(c1Cl)Cl)C#N']",pcu
4676,hMOF-5045400,['[Zn][Zn]'],['N#CC12C3C45C1C16C2(C3C51)[C]1O[N]23[N]5(O1)O[C](O3)C13C78[C]N9C([N][C]6)([N])C69[C]([C]5)c5c9[C]([C]2)C6[N][C]C21C7C16C(=O)ON(OC4=O)[C][C]4c(n5)c(n9)C=CC54N(C5=[N])[C]C86C3(C21)C#N'],
4677,hMOF-3001144,['[Cu][Cu]'],"['CCCc1nc(CCC)cc(c1)C#CC(C#Cc1c(CCC)cncc1CCC)(C#Cc1c(CCC)cncc1CCC)C#Cc1cc(CCC)ncc1CCC', 'CCCc1nccc(c1)C#CC(C#Cc1c(CCC)cnc(c1CCC)CCC)(C#Cc1c(CCC)cncc1CCC)C#Cc1ccnc(c1)CCC']",dia
4678,hMOF-5050710,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(cc1)C=Cc1ccc(cc1)C(=O)[O-]', '[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-]', 'N#CC12C3C4C2C2C1C3C42C#N']",pcu
4679,hMOF-32491,[],[],
4680,hMOF-5079933,['[Cu][Cu]'],"['N=Nc1cc2c(c3c1[CH]C(=[N]=C3N=N)N=N)ccc1c2c(N=N)ncc1', 'N=Nc1c(ccc2c1N([NH])O[C]1N2C(=O)c2c3c1c(N=N)cc1c3c(cc2N=N)C(=O)N2[C]1ON([NH])c1c2ccc(c1)C(=O)[O-])C(=O)[O-]', 'N=Nc1c(cc2c3c1[N]NOC1=c4c5=C([C](N31)ON2[NH])C(=C[C]1c5c(cc4N=N)[C]2N(C1=O)c1ccc(cc1N(O2)[NH])C(=O)[O-])N=N)C(=O)[O-]']",pcu
4681,hMOF-5051490,['[Zn][Zn]'],"['N#Cc1cc(CC)c(c(c1)CC)C#N', 'CCc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-]', 'CCc1cc(ccc1c1nnc(nn1)c1cc(CC)c(cc1CC)C(=O)[O-])C(=O)[O-]']",pcu
4682,hMOF-20177,['[Zn][Zn]'],"['N#N', 'CCC(=CC(=O)[O-])C(=O)[O-]', '[O][C]C=C(C(=O)[O-])CC', '[O]']",
4683,hMOF-5016007,['[Zn][O]([Zn])([Zn])[Zn]'],"['OC(=O)C12C(CC3(C(C1c1ccccc1)C1=CC=CC4C1C1C(=CC=CC41)C13C2C2=[C]C=CC=C2C2C1C=CC=C2)C(=O)[O-])c1ccccc1', '[O-]C(=O)C12C3C4C1C1C2(C3C41C(=O)[O-])c1ccccc1']",pcu
