,cif,nodes_cansmi,linkers_cansmi,rcsr
5832,hMOF-5030684,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC(=O)[O-]', 'CCC1=C[C]2C3=C4C1=[C]N([C]=C4C(=[C]C3=c1c3=C2C(=C(CC)[C]2c3c(c(c1)CC)C(=O)N(C2=O)c1ccc(cc1)C(=O)[O-])[CH2])CC)c1cc(CC)c(c(c1)CC)C(=O)[O-]']",pcu
5833,hMOF-5017789,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F', '[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])F)F']",pcu
5834,hMOF-5082680,[],[],
5835,hMOF-5055155,['[Zn][Zn]'],"['Fc1c(F)c(ccc1N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])C(=O)[O-]', 'Fc1ncc2c3c1ccc1c3c(c(c2)F)c(nc1)F', '[O-]C(=O)c1cc2cc(F)c3c4c2c(c1F)c(F)c(c4c(c(c3F)C(=O)[O-])F)F']",pcu
5836,hMOF-11068,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C(=CC(=C(C(=O)[O-])F)F)F', '[O-]C(=O)C=CC(=CC(=O)[O-])F', 'FOC(=O)c1ccc(c2c1[C]=C(F)C(=C2)F)C(=O)[O-]']",pcu
5837,hMOF-15045,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O]', '[CH2]Cc1c(cc2c3c1ccc1c3c(cc2)cc(c1)C(=O)[O-])C(=O)[O-]', 'CCCc1c(C(=O)[O-])c(CCC)c2c(c1CCC)cc(cc2)C(=O)[O-]', 'CCCc1cc2c(c(c1[C][O])CCC)ccc(c2CCC)C(=O)[O-]']",pcu
5838,hMOF-12537,['[Zn][O]([Zn])([Zn])[Zn]'],"['Nc1cc(N)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(c(c1N)N)N', 'Nc1cc2c(C(=O)[O-])c3c(N)cc(c(c3c(c2cc1N)C(=O)[O-])N)N', 'Nc1cc2c(C(=O)[O-])c3ccc(c(c3c(c2cc1N)C(=O)[O-])N)N']",pcu
5839,hMOF-5017059,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Cl)Cl)Cl', '[O-]C(=O)c1ccc(cc1Cl)C#Cc1ccc(c(c1Cl)Cl)C(=O)[O-]', 'Clc1c(C#Cc2ccc(cc2)C(=O)[O-])ccc(c1Cl)C(=O)[O-]']",pcu
5840,hMOF-36267,['[Cu][Cu]'],"['N#Cc1cc(ccc1c1cc(C#N)c(cc1C#N)c1cc(C#N)c(cc1C#N)C(=O)[O-])C(=O)[O-]', 'N#Cc1c2cc(cc3c2c2c(c1C#N)cc(c(c2c(c3C#N)C#N)C#N)C(=O)[O-])C(=O)[O-]', 'N#Cc1nc(C#N)cc(c1)c1cc(C#N)c(c(c1C#N)C#N)c1cc(C#N)ncc1C#N']",pcu
5841,hMOF-5079442,['[Cu][Cu]'],"['[O-]C(=O)c1ccc(c(c1)F)N1C(=O)c2c(F)cc3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1cc(F)c(cc1F)C(=O)[O-])F', 'Fc1nccc(c1)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1c(F)cnc(c1F)F)F', '[O-]C(=O)c1ccc(c(c1F)F)N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1cc(F)c(c(c1F)F)C(=O)[O-]']",pcu
5842,hMOF-16810,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(c(c1)C)C(=O)[O-]', 'Cc1cnc(c(n1)C)C', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1C)C(=O)[O-]']",pcu
5843,hMOF-5003816,['[Zn][O]([Zn])([Zn])[Zn]'],"['COc1cc(C(=O)[O-])c(c(c1C#Cc1ccc(c(c1[O])OC)C(=O)[O-])OC)OC', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'COc1cc(C(=O)[O-])c(cc1C#Cc1c(OC)cc(c(c1OC)OC)C(=O)[O-])OC']",pcu
5844,hMOF-1003065,['[V]'],"['[O-]C(=O)c1cc2c(cc1N)ccc1c2cc(N)c2c1cc(c(c2N)N)C(=O)[O-]', '[O-]C(=O)C=C(C=C(C(=O)[O-])N)N', '[O]']",rna
5845,hMOF-5006078,['[Zn][O]([Zn])([Zn])[Zn]'],"['OC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'OC1=C(O)C(=C[C]=C1C1=[C]C(=C(C(=C1)O)C(=O)[O-])O)C(=O)[O-]', '[O-]C(=O)C1=C(O)[C]=C(C=C1O)C1=C(O)C(=C(C(=[C]1)O)C(=O)[O-])O', 'OC1=C([C]=CC(=C1O)C(=O)[O-])C1=[C]C(=C(C(=C1)O)C(=O)[O-])O']",pcu
5846,hMOF-4000372,['[Cu][Cu]'],"['[O-]C(=O)c1cc2C(=O)O[NH2]c3c2c2c1cc1ccc4c5c1c2c1c3ccc2c1c5c1c(c4)c(C(=O)[O-])c(c3c1c2[NH2]O[C]3[O])N', '[O-]C(=O)c1c(N)c2C(=O)O[NH2]c3c2c2c1cc1cc(N)c4c5c1c2c1c3c(N)c(c2c1c5c1c(c4N)c(C(=O)[O-])c(c(c1c2)C(=O)[O-])N)N', '[O-]C(=O)c1cc(C(=O)[O-])c2c3c1cc1c(N)cc4c5c1c3c1c(c2N)ccc2c1c5c1c(c4N)c(cc(c1c2N)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1cc(C(=O)[O-])c2c3c1cc1cc(N)c4c5c1c3c1c(c2N)ccc2c1c5c1c(c4N)c([C]([O])[O])c(c(c1c2N)C(=O)[O-])N', '[O-]C(=O)c1c(N)c(C(=O)[O-])c2c3c1cc1c(N)cc4c5c1c3c1c(c2)c(N)c(c2c1c5c1c(c4N)c(C(=O)[O-])c(c(c1c2N)C(=O)[O-])N)N']",nbo
5847,hMOF-5076964,['[Cu][Cu]'],['COc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1OC)OC)C(=O)[O-])OC'],pcu
5848,hMOF-15521,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#Cc1c(C(=O)[O-])c(C#N)c2c(c1C#N)ccc1c2cc(C#N)c2c1c(C#N)c(c(c2C#N)C#N)C(=O)[O-]', 'N#Cc1cc(C(=O)[O-])c(cc1c1ccc(cc1C#N)C(=O)[O-])C#N', 'N#Cc1cc(C(=O)[O-])c(c(c1c1ccc(cc1)C(=O)[O-])C#N)C#N']",pcu
5849,hMOF-5027061,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC(=O)[O-]', 'CCCc1cc(c(cc1C(=O)[O-])CCC)N1[C]c2ccc3c4c2c(C1=O)c(CCC)c(c4C(=O)N([C]3)c1ccc(cc1CCC)C(=O)[O-])CCC']",pcu
5850,hMOF-19029,['[Zn][Zn]'],['CCCOC1=NC(=O)C(=N[CH]1)OCCC'],pcu
5851,hMOF-5033773,[],[],
5852,hMOF-5077433,['[Cu][Cu]'],"['CCc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1cc(CC)c(cc1CC)C(=O)[O-])CC', 'N#CC#N', 'CCc1cc(ccc1c1nnc(nn1)c1ccc(c(c1)CC)C(=O)[O-])C(=O)[O-]']",pcu
5853,hMOF-5075085,['[Cu][Cu]'],"['[O-]C(=O)c1ccc(cc1)C=Cc1c(Cl)cc(cc1Cl)C(=O)[O-]', 'N#CC#CC#N', '[O-]C(=O)C1=CC(=C([C]=C1)C=CC1=C(Cl)C=C(C(=[C]1)Cl)C(=O)[O-])Cl']",pcu
5854,hMOF-5001498,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C=CC(=C(C(=O)[O-])F)F', '[O-]C(=O)C=CC(=CC(=O)[O-])F']",pcu
5855,hMOF-5083270,['[Cu][Cu]'],"['N#CC1=C[C]2C(=C([N])O[C]3N2C(=O)c2c4c3c(C#N)cc3c4c(c(c2C#N)C#N)c2c4c3c(C#N)c(C#N)c3c4c(c(c2)C#N)C(=O)N(C3=O)c2ccc(c(c2)C#N)C(=O)[O-])C=C1C(=O)[O-]', 'N#CC1=N[CH]C2=C([N])O[C]3N(C2=C1)C(=O)c1c2c3cc(C#N)c3c2c(cc1C#N)C(=O)N(C3=O)c1ccncc1', 'N#CC1=C(C(=O)[O-])[C](C2=C([N])O[C]3N(C2=C1)C(=O)c1ccc2c4c1c3c(C#N)c(c4C(=O)N(C2=O)c1ccc(c(c1)C#N)C(=O)[O-])C#N)C#N']",pcu
5856,hMOF-5001922,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)C#CC#CC(=O)[O-]'],pcu
5857,hMOF-10421,['[Zn][O]([Zn])([Zn])[Zn]'],"['Fc1ccc2c(c1)c(C(=O)[O-])c(c(c2C(=O)[O-])F)F', 'FC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc(c2=[C]C(=CC=c12)F)C(=O)OF']",pcu
5858,hMOF-5029345,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC12CC(Cl)C(CC1Cl)(C(C2Cl)(Cl)Cl)C#CC(=O)[O-]', 'ClO[C]1N(C2=[C]C(=C(C=C2)C(=O)[O-])Cl)C(=O)c2c3c1c(Cl)c(Cl)c1c3c(c(c2)Cl)C(=O)N(C1=O)c1ccc(c(c1)Cl)C(=O)[O-]', '[O-]C(=O)C#CC12C(Cl)CC(C(C1Cl)(Cl)Cl)(C(C2Cl)(Cl)Cl)C#CC(=O)[O-]']",pcu
5859,hMOF-5042542,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]', 'n1ccc(cc1)c1ccncc1', '[O-]C(=O)C#CC12CCC(CC1)(CC2)C#CC(=O)[O-]']",pcu
5860,hMOF-29468,['[Cu][Cu]'],"['CCCc1cnccc1C#Cc1ccncc1CCC', 'CCCc1cc(C#Cc2cc(CCC)c(c(c2CCC)CCC)C(=O)[O-])cc(c1C(=O)[O-])CCC']",pcu
5861,hMOF-5017613,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC12C3C4C1(c1ccccc1)C1(C2(C3(C41C#CC(=O)[O-])c1ccccc1)c1ccccc1)c1ccccc1', '[O-]C(=O)C=CC(=C(c1ccccc1)C(=O)[O-])c1ccccc1', '[O-]C(=O)C(=CC=CC(=O)[O-])c1ccccc1']",pcu
5862,hMOF-5016829,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#Cc1cc(F)c(cc1F)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1cc(F)c(c(c1F)F)C#CC(=O)[O-]', '[O-]C(=O)C#CC12C3(F)C4C1(F)C1(C2(C3(C41C#CC(=O)[O-])F)F)F']",pcu
5863,hMOF-37589,['[Cu][Cu]'],"['CCc1cc2c3cc(cc(c3ccc2c2c1ccc(c2[CH2])C(=O)[O-])CC)C(=O)[O-]', 'CCc1c(CC)c(cc2c1ccc1c2cc(c2c1cc(cc2CC)C(=O)[O-])CC)C(=O)[O-]', 'CCc1cc2=c3cnccc3=C([C]=c2c2c1c(CC)cnc2)CC']",pcu
5864,hMOF-11754,['[Zn][O]([Zn])([Zn])[Zn]'],"['Fc1cc(F)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)ccc1', '[O-]C(=O)C#Cc1cc(F)c(c(c1F)F)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1cc(F)c(c(c1)F)C#CC(=O)[O-]']",pcu
5865,hMOF-5054133,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(cc1F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])F', 'Fc1nc(F)c(c(c1)N1C(=O)c2ccc3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1cc(F)nc(c1F)F)F)F', '[O-]C(=O)c1ccc(c(c1F)F)N1C(=O)c2ccc3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1c(F)cc(c(c1F)F)C(=O)[O-])F']",pcu
5866,hMOF-5079723,['[Cu][Cu]'],"['OO[C]1N(C2=[C]C=C(C(=C2)O)C(=O)[O-])C(=O)c2c3c1cc(O)c1c3c(c(c2)O)C(=O)N(C1=O)c1ccc(c(c1)O)C(=O)[O-]', 'Oc1cc(O)c2c(c1)nc1c(n2)c(O)c(c(c1)O)O', 'OC1=[C]c2c([C]=C1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(c(c1)O)O']",pcu
5867,hMOF-5080334,['[Cu][Cu]'],"['[O-]C(=O)c1cc(N)c(c(c1N)N)N1C(=O)c2cc(N)c3c4c2c(C1=O)c(N)cc4[C]N(C3=O)c1cc(N)c(c(c1N)N)C(=O)[O-]', 'N#CC=CC#N', 'NC(=C(C#CC(=O)[O-])N)C#CC(=O)[O-]']",pcu
5868,hMOF-5048961,['[Zn][Zn]'],"['[O-]C(=O)c1cc(F)c(c(c1)F)C=Cc1c(F)cc(c(c1F)F)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(c(c1F)F)c1cc(F)c(cc1F)C(=O)[O-]', 'Fc1cnccc1C=Cc1ccncc1']",pcu
5869,hMOF-7003258,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])C)C', '[O-]C(=O)C12C3C4C1(C)C1(C2(C3(C41C(=O)[O-])C)C)C', 'CC1=[C]C2=C3C4=C(C(=[C]C3=c3c5[C]2C=CC2=[C]N([C]=c(c52)c(c3)C)c2c(C)cc(cc2C)C(=O)[O-])C)C(=O)N(C(=O)[C]14)c1ccc(c(c1)C)C(=O)[O-]']",pcu
5870,hMOF-5040304,['[Zn][Zn]'],"['CCOC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'CCOc1cc(OCC)c2=c3cncc(c3=[C]C=c2n1)O[C]C', 'CCOc1c(OCC)c(cc2c1ccc1c2c(OCC)cc(c1C(=O)[O-])OCC)C(=O)[O-]']",pcu
5871,hMOF-27654,['[Cu][Cu]'],"['Clc1cc(ccc1c1cc(Cl)c(c(c1Cl)Cl)c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C1=CC=C(C(=[C]1)Cl)c1cc(Cl)c(c(c1Cl)Cl)c1ccc(cc1Cl)C(=O)[O-]', 'Clc1ncc(c(c1)c1ccc(cc1Cl)c1ccnc(c1Cl)Cl)Cl', '[O-]C(=O)C1=[C]C(=C(C=C1)c1cc(Cl)c(c(c1Cl)Cl)c1ccc(cc1Cl)C(=O)[O-])Cl']",pcu
5872,hMOF-15042,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O]', 'CCCc1cc2c(C[CH2])c(C(=O)[O-])c(c3c2c2c1c(CCC)c([C][O])c(c2cc3CCC)C[CH2])CCC', 'CCCc1cc2c(CCC)c(cc(c2cc1[C][O])CCC)C(=O)[O-]', 'CCCc1c(C(=O)[O-])c(CCC)c2c(c1CCC)cc(c(c2CCC)CCC)[C][O]']",pcu
5873,hMOF-5007026,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCc1cc(C(=O)[O-])c(c(c1N=Nc1ccc(c(c1)CC)C(=O)[O-])CC)CC', 'CCc1cc(N=Nc2cc(CC)c(c(c2CC)CC)C(=O)[O-])c(c(c1C(=O)[O-])CC)CC', 'CCC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
5874,hMOF-19825,['[Zn][Zn]'],"['N#Cc1ccc(c(c1)Cl)C#N', '[O-]C(=O)C#Cc1c(Cl)c(Cl)c(c(c1Cl)Cl)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1cc(Cl)c(c(c1Cl)Cl)C#CC(=O)[O-]']",pcu
5875,hMOF-35201,['[Cu][Cu]'],"['[O-]C(=O)c1cc(N)c(cc1N)N=Nc1cc(N)c(cc1N)C(=O)[O-]', 'Nc1cc(ccc1N=Nc1c(N)cc(c(c1N)N)C(=O)[O-])C(=O)[O-]', 'Nc1nccc(c1)N=Nc1ccnc(c1N)N']",pcu
5876,hMOF-5019982,['[Zn][O]([Zn])([Zn])[Zn]'],"['OC(=Cc1cc(O)c(c(c1O)O)C(=O)[O-])c1ccc(cc1)C(=O)[O-]', 'Oc1c(cc(c(c1O)c1cc(O)c(c(c1O)O)C(=O)[O-])O)c1ccc(c(c1O)O)C(=O)[O-]', 'Oc1cc(ccc1c1ccc(c(c1O)O)c1cc(O)c(cc1O)C(=O)[O-])C(=O)[O-]']",pcu
5877,hMOF-5053642,['[Zn][Zn]'],"['Cc1cc(C=CC2=CC=NC=[C]2)c(c(n1)C)C', 'CC(=Cc1ccc(c(c1C)C)C(=O)[O-])c1cc(C)c(cc1C)C(=O)[O-]', 'Cc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])C)C']",pcu
5878,hMOF-5001317,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]']",pcu
5879,hMOF-13165,['[Zn][O]([Zn])([Zn])[Zn]'],"['Fc1cc(ccc1N=Nc1ccc(cc1F)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1F)F)N=Nc1cc(F)c(c(c1F)F)C(=O)[O-]', '[O-]C(=O)c1cc2c3cc(F)c(c(c3cc(c2cc1F)F)C(=O)[O-])F']",pcu
5880,hMOF-5032986,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C1=CC=C(C=[C]1)N1C(=O)C2=C[C]=c3c4c2c(C1=O)cc(c4c1c2c3cc(Br)c3c2c(c(c1)Br)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-])Br', '[O-]C(=O)c1ccc(cc1)C=[C]C1=C(Br)C(=C(C=[C]1)C(=O)[O-])Br', 'BrC(=Cc1cc(Br)c(c(c1)Br)C(=O)[O-])c1c(Br)cc(c(c1Br)Br)C(=O)[O-]', '[O-]C(=O)C1=CC=C(C=[C]1)N1C(=O)C2=c3c(C1=O)cc(c1c3c([C]=C2)c2cc(Br)c3c4c2c1cc(c4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-])Br)Br']",pcu
5881,hMOF-5081520,['[Cu][Cu]'],"['CCCOc1c(OCCC)c(C#N)c(c(c1C#N)OCCC)OCCC', 'CCCOc1cc(C(=O)[O-])c(cc1N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3c(OCCC)cc3c2c(cc1)C(=O)N(C3=O)c1cc(OCCC)c(cc1OCCC)C(=O)[O-])OCCC)OCCC', 'CCCOc1cc(C#CC(=O)[O-])c(c(c1C#CC(=O)[O-])OCCC)OCCC']",pcu
5882,hMOF-5026755,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#CC1=C2C(=O)N(c3ccc(c(c3)C#N)C(=O)[O-])C(=O)C3=C2[C]2C(=C1)[C]1OC(=C4[C]5N1C(=C2C(=C3)C#N)OC(=[N])C5=CC(=C4C#N)C(=O)[O-])[N]', 'N#Cc1cc(C(=O)[O-])c(cc1c1ccc(c(c1)C#N)C(=O)[O-])C#N', 'N#Cc1c(C#N)c(c2ccc(cc2)C(=O)[O-])c(c(c1C(=O)[O-])C#N)C#N']",pcu
5883,hMOF-5002119,['[Zn][O]([Zn])([Zn])[Zn]'],"['COc1cc2cc(C(=O)[O-])c(cc2cc1C(=O)[O-])OC', '[O-]C(=O)C#CC#CC(=O)[O-]', 'COc1cc2cc(cc(c2c(c1C(=O)[O-])OC)OC)C(=O)[O-]']",pcu
5884,hMOF-18495,['[Zn][Zn]'],"['Nc1cc(c(cc1c1ccc(cc1N)C(=O)[O-])N)c1ccc(cc1N)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1N)C#Cc1ccc(c(c1N)N)C(=O)[O-]', 'Nc1ncc(c(c1)c1ccc(c(c1)N)c1cc(N)nc(c1N)N)N']",pcu
5885,hMOF-6000045,['[V]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O]', 'Fc1cc(C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])F']",rna
5886,hMOF-5021586,['[Zn][O]([Zn])([Zn])[Zn]'],"['COc1c(OC)c2c3cc(cc(c3ccc2c2c1ccc(c2OC)C(=O)[O-])OC)C(=O)[O-]', 'COc1cc(cc(c1C=Cc1ccc(c(c1OC)OC)C(=O)[O-])OC)C(=O)[O-]']",sql
5887,hMOF-2794,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#Cc1ccc(c(c1Cl)Cl)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C#Cc1c(Cl)cc(cc1Cl)C(=O)[O-]']",pcu
5888,hMOF-33865,['[Cu][Cu]'],"['CCc1cnccc1N=Nc1ccncc1CC', 'CCc1cc(C(=O)[O-])c(cc1N=Nc1ccc(cc1)C(=O)[O-])CC', 'CCc1cc(ccc1N=Nc1ccc(c(c1CC)CC)C(=O)[O-])C(=O)[O-]']",pcu
5889,hMOF-5048504,['[Zn][Zn]'],"['N#CC12CCC(CC1)(CC2)C#N', '[O-]C(=O)C#CC12CCC(CC1)(CC2)C#CC(=O)[O-]', '[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-]']",pcu
5890,hMOF-6005006,['[V]'],"['CCc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1CC)CC)C(=O)[O-])CC', '[O]', 'CCc1cc(c(cc1C(=O)[O-])CC)N1[C]c2cc(CC)c3c4c2c(C1=O)c(CC)c(c4C(=O)N(C3=O)c1cc(CC)c(c(c1)CC)C(=O)[O-])CC']",rna
5891,hMOF-5058704,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(cc1)N1C(=O)c2c(N)c(N)c3c4c2c(C1=O)c(N)c1c4c2c4c3ccc3c4c(cc2[NH2][NH2]1)C(=O)N(C3=O)c1c(N)cc(c(c1N)N)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1N)N)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3cc(N)c3c2c(c(c1N)N)C(=O)N(C3=O)c1ccc(c(c1N)N)C(=O)[O-]', 'Nc1nc(N)c2c(c1)N1C(=O)c3c(N)c(N)c4c5c3c([C]1O[NH2]2)c(N)c(c5c1c2c4cc(N)c3c2c(c(c1)N)C(=O)N(C3=O)c1ccnc(c1)N)N']",pcu
5892,hMOF-5039897,['[Zn][Zn]'],"['CCCC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'CCCC(=C(C#CC(=O)[O-])CCC)C#CC(=O)[O-]', 'N#CC=CC#N']",pcu
5893,hMOF-16452,[],[],
5894,hMOF-5026170,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCOC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41OCC)C#CC(=O)[O-])OCC', 'C[CH]Oc1cc(C(=O)[O-])c(c(c1C1=N[N]C(=NN1)c1cc(OCC)c(c(c1OCC)OCC)C(=O)[O-])OCC)OCC', 'CCOC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-]']","pcu,sql"
5895,hMOF-5075579,['[Cu][Cu]'],"['CCCC12C3C4(C2(C2(C1(C3(C42CCC)C#CC(=O)[O-])CCC)CCC)C#CC(=O)[O-])CCC', 'CCCC12C3C4C1(C#CC(=O)[O-])C1(C2(C3(C41CCC)C#CC(=O)[O-])CCC)CCC', 'CCCC12C3(C#N)C4C1(CCC)C1(C2(C3(C41)CCC)CCC)C#N']",pcu
5896,hMOF-5035470,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O]', '[O][C]c1c(C)c(C)cc2c1c(C)cc1c2cc(c(c1)C)C(=O)[O-]', 'Cc1ncc2c(c1)c(C)cc1c2cc(C)cn1']",pcu
5897,hMOF-5079352,['[Cu][Cu]'],"['COC(=CC=CC(=O)[O-])C(=O)[O-]', 'COc1ncc(c(c1OC)N1C(=O)c2cc(OC)c3c4c2c(C1=O)c(OC)c(c4C(=O)N(C3=O)c1c(OC)cnc(c1OC)OC)OC)OC', 'COC(=C(C(=O)[O-])OC)C=CC(=O)[O-]']",pcu
5898,hMOF-5007896,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCOc1cc2c(cc1C(=O)[O-])cc(c(c2O[CH2])C(=O)[O-])OCC', 'CCOC(=C(C#CC(=O)[O-])OCC)C#CC(=O)[O-]']",pcu
5899,hMOF-5068560,['[Cu][Cu]'],"['[O-]C(=O)C#CC12CC(F)(F)C(C(C1F)F)(C(C2F)F)C#CC(=O)[O-]', 'Fc1cc2c(C(=O)[O-])c(F)cc(c2cc1F)C(=O)[O-]', 'Fc1cnc2c(n1)cccc2']",pcu
5900,hMOF-5074931,['[Cu][Cu]'],"['CCOCOC(=CC1=CC=NC=[C]1)c1ccncc1', 'CCOCOc1c(cc(c2c1c1[C]=Cc3c(-c1c(c2[O])OCCC)cc(c(c3)OCCC)C(=O)[O-])OCCC)C(=O)[O-]']",pcu
5901,hMOF-5009745,['[Zn][O]([Zn])([Zn])[Zn]'],"['Clc1cc(C(=O)[O-])c(c(c1C#Cc1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-])Cl)Cl', 'Clc1cc(C(=O)[O-])c(cc1C#Cc1ccc(c(c1Cl)Cl)C(=O)[O-])Cl', '[O-]C(=O)C12CCC(C(C1Cl)Cl)(C(C2(Cl)Cl)(Cl)Cl)C(=O)[O-]']",pcu
5902,hMOF-5030828,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#Cc1ccc(c(c1)N)C#CC(=O)[O-]', 'N[NH2]c1c(N)c2[C]3O[NH2]c4c(N3C(=O)c3c2c2c1c1=[C]C(=C5c6c1c(c2c(c3N)N)ccc6C(=O)N(C5=O)c1ccc(c(c1N)N)C(=O)[O-])N)ccc(c4N)C(=O)[O-]', 'N[NH2]c1c(N)c2[C]3O[NH2]c4c(N3C(=O)c3c2c2c1c1[C]=C(N)C5=c6c1c(c2c(c3N)N)ccc6C(=O)N(C5=O)c1ccc(c(c1N)N)C(=O)[O-])ccc(c4N)C(=O)[O-]']",pcu
5903,hMOF-26198,['[Zn][Zn]'],"['[O-]C(=O)C1=Cc2c3c(=[C]1)cc(C)c1c3c(cc2C)cc(c1)C(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]', 'N=N']",
5904,hMOF-22811,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(cc1)C(=O)[O-]', 'Clc1ncc(nc1)Cl', '[O-]C(=O)c1cc2ccc(c(c2c(c1Cl)Cl)Cl)C(=O)[O-]']",pcu
5905,hMOF-5028882,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'N=Nc1c(ccc2c1[N]NO[C]1N2C(=O)c2cc(N=N)c3c4c2c1c(N=N)c(c4[C]1N(C3=O)c2ccc(c(c2[N]NO1)N=N)C(=O)[O-])N=N)C(=O)[O-]']",pcu
